input,subject,subject_type,data/object,relation,object,object_type
一般来说，会用链接预测的正确答案的排序评估某种嵌入模型在链接预测上的能力，比较常见的参数有平均等级（Mean_Rank）、平均倒数等级（Mean_Reciprocal_Rank）和命中前n（Hist@n）。,评测知识图谱嵌入,知识表示,,包含,命中前n,知识表示
2.三元组分类三元组分类（Triple_Classification）指的是给定一个完整的三元组，判断三元组的真假。,知识图谱嵌入应用,知识表示,,包含,三元组分类,知识表示
2.三元组分类三元组分类（Triple_Classification）指的是给定一个完整的三元组，判断三元组的真假。,三元组分类,知识表示,属性,英文名,Triple_Classification,文本
2.三元组分类三元组分类（Triple_Classification）指的是给定一个完整的三元组，判断三元组的真假。,三元组分类,知识表示,属性,被定义为,给定一个完整的三元组，判断三元组的真假,文本
,三元组分类,知识表示,属性,方法,只需要把三元组各个部分的向量表达带入相应的知识图谱嵌入的得分函数，三元组的得分越高，其合理性和真实性越高,文本
3.实体对齐实体对齐（Entity_Resolution）也称为实体解析，任务是验证两个实体是否指代或者引用的是同一个事物或对象。,知识图谱嵌入应用,知识表示,,包含,实体对齐,知识表示
3.实体对齐实体对齐（Entity_Resolution）也称为实体解析，任务是验证两个实体是否指代或者引用的是同一个事物或对象。,实体对齐,知识表示,,等价,实体解析,知识表示
3.实体对齐实体对齐（Entity_Resolution）也称为实体解析，任务是验证两个实体是否指代或者引用的是同一个事物或对象。,实体对齐,知识表示,属性,被定义为,验证两个实体是否指代或者引用的是同一个事物或对象,文本
3.实体对齐实体对齐（Entity_Resolution）也称为实体解析，任务是验证两个实体是否指代或者引用的是同一个事物或对象。,实体对齐,知识表示,属性,英文名,Entity_Resolution,文本
,实体对齐,知识表示,属性,方法,设计一些实体之间的相似度函数来判断两个实体的相似程度，再进行对齐。,文本
"4.问答系统利用知识图谱完成问答系统是该任务的一个研究方向，该任务的重心是对某一个具体的通过自然语言表达的问题，使用知识图谱中的三元组对其进行回答，如下：A:Where_is_the_capital_of_Italy？Q:Rome（Rome,is-capital-of,Italy）A:Who_is_the_president_of_USA？Q:Donald_Trump（Donald_Trump,is-president-of,USA）文献[9]介绍了一种借助知识图谱嵌入完成该问题的方法。",知识图谱嵌入应用,知识表示,,包含,问答系统,知识表示
"4.问答系统利用知识图谱完成问答系统是该任务的一个研究方向，该任务的重心是对某一个具体的通过自然语言表达的问题，使用知识图谱中的三元组对其进行回答，如下：A:Where_is_the_capital_of_Italy？Q:Rome（Rome,is-capital-of,Italy）A:Who_is_the_president_of_USA？Q:Donald_Trump（Donald_Trump,is-president-of,USA）文献[9]介绍了一种借助知识图谱嵌入完成该问题的方法。",问答系统,知识表示,属性,被定义为,是对某一个具体的通过自然语言表达的问题，使用知识图谱中的三元组对其进行回答,文本
"4.问答系统利用知识图谱完成问答系统是该任务的一个研究方向，该任务的重心是对某一个具体的通过自然语言表达的问题，使用知识图谱中的三元组对其进行回答，如下：A:Where_is_the_capital_of_Italy？Q:Rome（Rome,is-capital-of,Italy）A:Who_is_the_president_of_USA？Q:Donald_Trump（Donald_Trump,is-president-of,USA）文献[9]介绍了一种借助知识图谱嵌入完成该问题的方法。",问答系统,知识表示,,属于,知识图谱,知识表示
简单来说就是设计一种得分函数，使问题的向量表示和其正确答案的向量表示得分较高。,问答系统,知识表示,属性,方法,设计一种得分函数，使问题的向量表示和其正确答案的向量表示得分较高得分函数,文本
5.推荐系统推荐系统的本质是对用户推荐其没有接触过的、但有可能会感兴趣或者购买的服务或产品，包括电影、书籍、音乐、商品等。,知识图谱嵌入应用,知识表示,,包含,推荐系统,知识表示
5.推荐系统推荐系统的本质是对用户推荐其没有接触过的、但有可能会感兴趣或者购买的服务或产品，包括电影、书籍、音乐、商品等。,推荐系统,知识表示,属性,被定义为,对用户推荐其没有接触过的、但有可能会感兴趣或者购买的服务或产品，包括电影、书籍、音乐、商品等。,文本
协同过滤算法（Collaborative_Filtering）对用户和物品项目之间的交互进行建模并作为潜在表示取得了很好的效果。,推荐系统,知识表示,属性,方法,协同过滤算法对用户和物品项目之间的交互进行建模并作为潜在表示取得了很好的效果,文本
