input,subject,relation,object
图4-4线性链CRF模型结构给定训练数据集，模型可以通过极大似然估计得到条件概率模型；当标注新数据时，给定输入序列y，模型输出使条件概率P（x|y）最大化的x*。,模型,依靠,给定输入序列y，模型输出使条件概率P（x|y）最大化的x*
美国斯坦福大学开发的命名实体识别工具Stanford_NER是基于CRF的代表性系统[1]。,Stanford_NER,依靠,CRF
3.基于深度学习的方法随着深度学习方法在自然语言处理领域的广泛应用，深度神经网络也被成功应用于命名实体识别问题，并取得了很好的效果。,基于深度学习的方法,依靠,依靠深度神经网络
与传统统计模型相比，基于深度学习的方法直接以文本中词的向量为输入，通过神经网络实现端到端的命名实体识别，不再依赖人工定义的特征。,基于深度学习的方法,依靠,直接以文本中词的向量为输入
"目前，用于命名实体识别的神经网络主要有卷积神经网络（Convolutional_NeuralNetwork,CNN）、循环神经网络（Recurrent_Neural_Network,RNN）以及引入注意力机制（Attention_Mechanism）的神经网络。",命名实体识别的神经网络,中文名,卷积神经网络
"目前，用于命名实体识别的神经网络主要有卷积神经网络（Convolutional_NeuralNetwork,CNN）、循环神经网络（Recurrent_Neural_Network,RNN）以及引入注意力机制（Attention_Mechanism）的神经网络。",命名实体识别的神经网络,中文名,循环神经网络
"目前，用于命名实体识别的神经网络主要有卷积神经网络（Convolutional_NeuralNetwork,CNN）、循环神经网络（Recurrent_Neural_Network,RNN）以及引入注意力机制（Attention_Mechanism）的神经网络。",命名实体识别的神经网络,中文名,引入注意力机制的神经网络
"目前，用于命名实体识别的神经网络主要有卷积神经网络（Convolutional_NeuralNetwork,CNN）、循环神经网络（Recurrent_Neural_Network,RNN）以及引入注意力机制（Attention_Mechanism）的神经网络。",命名实体识别的神经网络,依靠,卷积神经网络
"目前，用于命名实体识别的神经网络主要有卷积神经网络（Convolutional_NeuralNetwork,CNN）、循环神经网络（Recurrent_Neural_Network,RNN）以及引入注意力机制（Attention_Mechanism）的神经网络。",命名实体识别的神经网络,依靠,循环神经网络
"目前，用于命名实体识别的神经网络主要有卷积神经网络（Convolutional_NeuralNetwork,CNN）、循环神经网络（Recurrent_Neural_Network,RNN）以及引入注意力机制（Attention_Mechanism）的神经网络。",命名实体识别的神经网络,依靠,引入注意力机制的神经网络
一般地，不同的神经网络结构在命名实体识别过程中扮演编码器的角色，它们基于初始输入以及词的上下文信息，得到每个词的新向量表示；最后再通过CRF模型输出对每个词的标注结果。,编码器,依靠,基于初始输入以及词的上下文信息，得到每个词的新向量表示
（1）LSTM-CRF模型。,LSTM-CRF模型,依靠,基于LSTM和CRF的组合
"该模型使用了长短时记忆神经网络（Long_Shot-Term_Memory_Neural_Network,LSTM）与CRF相结合进行命名实体识别。","长短时记忆神经网络（Long_Shot-Term_Memory_Neural_Network,LSTM）",依靠,命名实体识别
该模型自底向上分别是Embedding层、双向LSTM层和CRF层。,Embedding层,依靠,自底向上
Embedding层是句子中词的向量表示，作为双向LSTM的输入，通过词向量学习模型获得。,Embedding层,依靠,双向LSTM的输入
双向LSTM层通过一个正向LSTM和一个反向LSTM，分别计算每个词考虑左侧和右侧词时对应的向量，然后将每个词的两个向量进行连接，形成词的向量输出；最后，CRF层以双向LSTM输出的向量作为输入，对句子中的命名实体进行序列标注。,双向LSTM层,依靠,正向LSTM计算每个词考虑左侧词时对应的向量
双向LSTM层通过一个正向LSTM和一个反向LSTM，分别计算每个词考虑左侧和右侧词时对应的向量，然后将每个词的两个向量进行连接，形成词的向量输出；最后，CRF层以双向LSTM输出的向量作为输入，对句子中的命名实体进行序列标注。,双向LSTM层,依靠,反向LSTM计算每个词考虑右侧词时对应的向量
双向LSTM层通过一个正向LSTM和一个反向LSTM，分别计算每个词考虑左侧和右侧词时对应的向量，然后将每个词的两个向量进行连接，形成词的向量输出；最后，CRF层以双向LSTM输出的向量作为输入，对句子中的命名实体进行序列标注。,双向LSTM层,依靠,将每个词的两个向量进行连接形成词的向量输出
双向LSTM层通过一个正向LSTM和一个反向LSTM，分别计算每个词考虑左侧和右侧词时对应的向量，然后将每个词的两个向量进行连接，形成词的向量输出；最后，CRF层以双向LSTM输出的向量作为输入，对句子中的命名实体进行序列标注。,CRF层,依靠,双向LSTM层输出的向量
经过实验对比发现，双向LSTM与CRF组合的模型在英文测试数据上取得了与传统统计方法最好结果相近的结果，而传统方法中使用了大量的人工定义的特征以及外部资源；在德语测试数据上，深度学习模型取得了比统计学习方法更优的结果。,双向LSTM与CRF组合的模型,依靠,英文测试数据上取得了与传统统计方法最好结果相近的结果
经过实验对比发现，双向LSTM与CRF组合的模型在英文测试数据上取得了与传统统计方法最好结果相近的结果，而传统方法中使用了大量的人工定义的特征以及外部资源；在德语测试数据上，深度学习模型取得了比统计学习方法更优的结果。,深度学习模型,依靠,比统计学习方法更优的结果
图4-5LSTM-CRF命名实体识别模型[4]（2）LSTM-CNNs-CRF模型。,LSTM-CRF命名实体识别模型,依靠,LSTM
图4-5LSTM-CRF命名实体识别模型[4]（2）LSTM-CNNs-CRF模型。,LSTM-CNNs-CRF模型,依靠,LSTM-CRF命名实体识别模型
MA_Xuezhe等人发表于ACL2016的论文提出了将双向LSTM、CNN和CRF相结合的序列标注模型[5]，并成功地应用于命名实体识别问题中。,MA_Xuezhe,中文名,发表于ACL2016的论文
MA_Xuezhe等人发表于ACL2016的论文提出了将双向LSTM、CNN和CRF相结合的序列标注模型[5]，并成功地应用于命名实体识别问题中。,MA_Xuezhe,依靠,双向LSTM、CNN和CRF相结合的序列标注模型
该模型与LSTM-CRF模型十分相似，不同之处是在Embedding层中加入了每个词的字符级向量表示。,EMB,依靠,每个词的字符级向量表示
模型Embedding层中每个词的向量输入由预训练获得的词向量和CNN获得的字符级向量连接而成，通过双向LSTM和CRF层获得词的标注结果。,模型Embedding层中每个词的向量输入,依靠,预训练获得的词向量
LSTM-CNNs-CRF序列标注模型框架如图4-7所示。,LSTM-CNNs-CRF序列标注模型,依靠,依靠LSTM、CNNs和CRF
在CoNLL-2003命名实体识别数据集上，该模型获得了91.2%的F1值。,CoNLL-2003命名实体识别数据集,依靠,模型
图4-6获取词语字符级向量表示的CNN模型[5]图4-7LSTM-CNNs-CRF序列标注模型框架[5]（3）基于注意力机制的神经网络模型。,CNN模型,依靠,获取词语字符级向量表示
在自然语言处理领域，基于注意力机制的神经网络模型最早应用于解决机器翻译问题，注意力机制可以帮助扩展基本的编码器-解码器模型结构，让模型能够获取输入序列中与下一个目标词相关的信息。,基于注意力机制的神经网络模型,依靠,解决机器翻译问题
在命名实体识别问题方面，Marek_Rei等人在COLING2016的论文中提出了基于注意力机制的词向量和字符级向量组合方法[6]。,Marek_Rei,中文名,基于注意力机制的词向量和字符级向量组合方法
在命名实体识别问题方面，Marek_Rei等人在COLING2016的论文中提出了基于注意力机制的词向量和字符级向量组合方法[6]。,Marek_Rei,依靠,基于注意力机制的词向量和字符级向量组合方法
该方法认为除了将词作为句子基本元素学习得到的特征向量，命名实体识别还需要词中的字符级信息。,命名实体识别,依靠,将词作为句子基本元素学习得到的特征向量
因此，该方法除了使用双向LSTM得到词的特征向量，还基于双向LSTM计算词的字符级特征向量。,双向LSTM,依靠,词的字符级特征向量
假设输入词为“big”，该方法将词中的字符看作一个序列，然后通过正、反向的LSTM计算字符序列的最终状态和，两者相连得到词“big”的字符级向量h∗。,向量的字符级向量h∗,中文名,将词中的字符看作一个序列，然后通过正、反向的LSTM计算字符序列的最终状态和，两者相连得到词“big”的字符级向量h∗
假设输入词为“big”，该方法将词中的字符看作一个序列，然后通过正、反向的LSTM计算字符序列的最终状态和，两者相连得到词“big”的字符级向量h∗。,字符级向量h∗,依靠,正、反向的LSTM计算字符序列的最终状态和，两者相连
h∗通过一个非线性层得到m之后，与“big”的词向量x进行加权相加，而两者相加的权重z是通过一个两层的神经网络计算获得的。,h,中文名,通过一个非线性层得到m之后，与“big”的词向量x进行加权相加
h∗通过一个非线性层得到m之后，与“big”的词向量x进行加权相加，而两者相加的权重z是通过一个两层的神经网络计算获得的。,非线性层,依靠,一个两层的神经网络计算获得权重z
在得到句子中每个词的新向量之后，模型使用CRF对句子中的命名实体进行序列标注。,CRF,依靠,序列标注命名实体
注意力机制的引入使得模型可以动态地确定每个词的词向量和字符级向量在最终特征中的重要性，有效地提升了命名识别的效果。,注意力机制,依靠,模型可以动态地确定每个词的词向量和字符级向量在最终特征中的重要性
与基于词向量和字符级向量拼接的方法相比，基于注意力机制的方法在八个数据集上都获得了最好的实验结果。,基于注意力机制的方法,依靠,基于词向量和字符级向量拼接的方法
图4-8基于注意力机制的词向量和字符级向量组合方法[6]4.2.2关系抽取关系抽取是知识抽取的重要子任务之一，面向非结构化文本数据，关系抽取是从文本中抽取出两个或者多个实体之间的语义关系。,基于注意力机制的词向量和字符级向量组合方法,依靠,关系抽取
关系抽取与实体抽取密切相关，一般在识别出文本中的实体后，再抽取实体之间可能存在的关系。,关系抽取,依靠,实体抽取
目前，关系抽取方法可以分为基于模板的关系抽取方法、基于监督学习的关系抽取方法和基于弱监督学习的关系抽取方法。,基于模板的关系抽取方法,中文名,基于模板的关系抽取
目前，关系抽取方法可以分为基于模板的关系抽取方法、基于监督学习的关系抽取方法和基于弱监督学习的关系抽取方法。,关系抽取方法,依靠,基于模板的关系抽取方法
1.基于模板的关系抽取方法早期的实体关系抽取方法大多基于模板匹配实现。,早期的实体关系抽取方法,依靠,基于模板的匹配方法
该类方法基于语言学知识，结合语料的特点，由领域专家手工编写模板，从文本中匹配具有特定关系的实体。,文本中匹配具有特定关系的实体,依靠,领域专家手工编写模板
在小规模、限定领域的实体关系抽取问题上，基于模板的方法能够取得较好的效果。,基于模板的方法,依靠,在小规模、限定领域的实体关系抽取问题上取得较好的效果
假设想从文本中自动抽取具有“夫妻”关系的实体，并且观察到包含“夫妻”关系的例句。,抽取“夫妻”关系的实体,依靠,观察包含“夫妻”关系的例句
板：●例句1:[姚明]与妻子[叶莉]还有女儿姚沁蕾并排坐在景区的游览车上，画面十分温馨●例句2:[徐峥]老婆[陶虹]晒新写真可以简单地将上述句子中的实体替换为变量，从而得到如下能够获取“夫妻”关系的模●模板1:[X]与妻子[Y]……●模板2:[X]老婆[Y]……利用上述模板在文本中进行匹配，可以获得新的具有“夫妻”关系的实体。,板,依靠,概念/产品
为了进一步提高模板匹配的准确率，还可以将句法分析的结果加入模板中。,模板匹配,依靠,句法分析
基于模板的关系抽取方法的优点是模板构建简单，可以比较快地在小规模数据集上实现关系抽取系统。,基于模板的关系抽取方法的优点,中文名,模板构建简单，可以比较快地在小规模数据集上实现关系抽取系统。
基于模板的关系抽取方法的优点是模板构建简单，可以比较快地在小规模数据集上实现关系抽取系统。,基于模板的关系抽取方法的优点,依靠,比较快地在小规模数据集上实现关系抽取系统
但是，当数据规模较大时，手工构建模板需要耗费领域专家大量的时间。,构建模板,依靠,领域专家
此外，基于模板的关系抽取系统可移植性较差，当面临另一个领域的关系抽取问题时，需要重新构建模板。,基于模板的关系抽取系统,中文名,可移植性较差
此外，基于模板的关系抽取系统可移植性较差，当面临另一个领域的关系抽取问题时，需要重新构建模板。,基于模板的关系抽取系统,依靠,可移植性较差
最后，由于手工构建的模板数量有限，模板覆盖的范围不够，基于模板的关系抽取系统召回率普遍不高。,基于模板的关系抽取系统,依靠,手工构建的模板
2.基于监督学习的关系抽取方法基于监督学习的关系抽取方法将关系抽取转化为分类问题，在大量标注数据的基础上，训练有监督学习模型进行关系抽取。,基于监督学习的关系抽取方法,中文名,将关系抽取转化为分类问题
2.基于监督学习的关系抽取方法基于监督学习的关系抽取方法将关系抽取转化为分类问题，在大量标注数据的基础上，训练有监督学习模型进行关系抽取。,基于监督学习的关系抽取方法,依靠,将关系抽取转化为分类问题
利用监督学习方法进行关系抽取的一般步骤包括：预定义关系的类型；人工标注数据；设计关系识别所需的特征，一般根据实体所在句子的上下文计算获得；选择分类模型（如支持向量机、神经网络和朴素贝叶斯等），基于标注数据训练模型；对训练的模型进行评估。,利用监督学习方法进行关系抽取,中文名,预定义关系的类型
利用监督学习方法进行关系抽取的一般步骤包括：预定义关系的类型；人工标注数据；设计关系识别所需的特征，一般根据实体所在句子的上下文计算获得；选择分类模型（如支持向量机、神经网络和朴素贝叶斯等），基于标注数据训练模型；对训练的模型进行评估。,监督学习方法进行关系抽取,依靠,预定义关系的类型
利用监督学习方法进行关系抽取的一般步骤包括：预定义关系的类型；人工标注数据；设计关系识别所需的特征，一般根据实体所在句子的上下文计算获得；选择分类模型（如支持向量机、神经网络和朴素贝叶斯等），基于标注数据训练模型；对训练的模型进行评估。,监督学习方法进行关系抽取,依靠,人工标注数据
利用监督学习方法进行关系抽取的一般步骤包括：预定义关系的类型；人工标注数据；设计关系识别所需的特征，一般根据实体所在句子的上下文计算获得；选择分类模型（如支持向量机、神经网络和朴素贝叶斯等），基于标注数据训练模型；对训练的模型进行评估。,监督学习方法进行关系抽取,依靠,设计关系识别所需的特征
利用监督学习方法进行关系抽取的一般步骤包括：预定义关系的类型；人工标注数据；设计关系识别所需的特征，一般根据实体所在句子的上下文计算获得；选择分类模型（如支持向量机、神经网络和朴素贝叶斯等），基于标注数据训练模型；对训练的模型进行评估。,监督学习方法进行关系抽取,依靠,选择分类模型
利用监督学习方法进行关系抽取的一般步骤包括：预定义关系的类型；人工标注数据；设计关系识别所需的特征，一般根据实体所在句子的上下文计算获得；选择分类模型（如支持向量机、神经网络和朴素贝叶斯等），基于标注数据训练模型；对训练的模型进行评估。,监督学习方法进行关系抽取,依靠,对训练的模型进行评估
根据计算特征的复杂性，可以将常用的特征分为轻量级、中等量级和重量级三大类。,常用的特征,依靠,计算特征的复杂性
轻量级特征主要是基于实体和词的特征，例如句子中实体前后的词、实体的类型以及实体之间的距离等。,轻量级特征,依靠,实体和词的特征
中等量级特征主要是基于句子中语块序列的特征。,中等量级特征,依靠,句子中语块序列的特征
重量级特征一般包括实体间的依存关系路径、实体间依存树结构的距离以及其他特定的结构信息。,重量级特征,中文名,实体间的依存关系路径
重量级特征一般包括实体间的依存关系路径、实体间依存树结构的距离以及其他特定的结构信息。,重量级特征,依靠,实体间的依存关系路径
重量级特征一般包括实体间的依存关系路径、实体间依存树结构的距离以及其他特定的结构信息。,重量级特征,依靠,实体间依存树结构的距离
"例如，对于句子“Forward_[motion]_of_the_vehicle_through_the_air_caused_a_[suction]_on_thetube”，轻量级的特征可以是实体[motion]和[suction]、实体间的词road{of,the,vehicle,through,the,air,caused,a}等；重量级的特征可以包括依存树中的路径“caused→nsubj→实体1”“caused→dobj→实体2”等。",轻量级特征,中文名,实体[motion]和[suction]
"例如，对于句子“Forward_[motion]_of_the_vehicle_through_the_air_caused_a_[suction]_on_thetube”，轻量级的特征可以是实体[motion]和[suction]、实体间的词road{of,the,vehicle,through,the,air,caused,a}等；重量级的特征可以包括依存树中的路径“caused→nsubj→实体1”“caused→dobj→实体2”等。",重量级特征,中文名,依存树中的路径“caused→nsubj→实体1”“caused→dobj→实体2”等
"例如，对于句子“Forward_[motion]_of_the_vehicle_through_the_air_caused_a_[suction]_on_thetube”，轻量级的特征可以是实体[motion]和[suction]、实体间的词road{of,the,vehicle,through,the,air,caused,a}等；重量级的特征可以包括依存树中的路径“caused→nsubj→实体1”“caused→dobj→实体2”等。",轻量级的特征,依靠,实体[motion]和[suction]
"例如，对于句子“Forward_[motion]_of_the_vehicle_through_the_air_caused_a_[suction]_on_thetube”，轻量级的特征可以是实体[motion]和[suction]、实体间的词road{of,the,vehicle,through,the,air,caused,a}等；重量级的特征可以包括依存树中的路径“caused→nsubj→实体1”“caused→dobj→实体2”等。",重量级的特征,依靠,包括依存树中的路径“caused→nsubj→实体1”“caused→dobj→实体2”等。
draft传统的基于监督学习的关系抽取是一种依赖特征工程的方法，近年来有多个基于深度学习的关系抽取模型被研究者们提出。,基于监督学习的关系抽取,中文名,基于监督学习的关系抽取
draft传统的基于监督学习的关系抽取是一种依赖特征工程的方法，近年来有多个基于深度学习的关系抽取模型被研究者们提出。,基于监督学习的关系抽取,依靠,依赖特征工程的方法
深度学习的方法不需要人工构建各种特征，其输入一般只包括句子中的词及其位置的向量表示。,深度学习的方法,依靠,输入只包括句子中的词及其位置的向量表示
目前，已有的基于深度学习的关系抽取方法主要包括流水线方法和联合抽取方法两大类。,基于深度学习的关系抽取方法,依靠,流水线方法
目前，已有的基于深度学习的关系抽取方法主要包括流水线方法和联合抽取方法两大类。,基于深度学习的关系抽取方法,依靠,联合抽取方法
流水线方法将识别实体和关系抽取作为两个分离的过程进行处理，两者不会相互影响；关系抽取在实体抽取结果的基础上进行，因此关系抽取的结果也依赖于实体抽取的结果。,关系抽取,中文名,在实体抽取结果的基础上进行
流水线方法将识别实体和关系抽取作为两个分离的过程进行处理，两者不会相互影响；关系抽取在实体抽取结果的基础上进行，因此关系抽取的结果也依赖于实体抽取的结果。,关系抽取,依靠,实体抽取的结果
联合抽取方法将实体抽取和关系抽取相结合，在统一的模型中共同优化；联合抽取方法可以避免流水线方法存在的错误积累问题。,联合抽取方法,依靠,实体抽取和关系抽取相结合
（1）基于深度学习的流水线关系抽取方法●CR-CNN模型[7]。,基于深度学习的流水线关系抽取方法,依靠,CR-CNN模型[7]
给定输入的句子，CR-CNN模型首先将句子中的词映射到长度为dw的低维向量，每个词的向量包含了词向量和位置向量两部分。,CR-CNN模型,依靠,将句子中的词映射到长度为dw的低维向量
然后，模型对固定大小滑动窗口中的词的向量进行卷积操作，为每个窗口生成新的长度为dc的特征向量；对所有的窗口特征向量求最大值，模型最终得到整个句子的向量表示dx。,模型,中文名,对固定大小滑动窗口中的词的向量进行卷积操作
然后，模型对固定大小滑动窗口中的词的向量进行卷积操作，为每个窗口生成新的长度为dc的特征向量；对所有的窗口特征向量求最大值，模型最终得到整个句子的向量表示dx。,模型,中文名,为每个窗口生成新的长度为dc的特征向量
然后，模型对固定大小滑动窗口中的词的向量进行卷积操作，为每个窗口生成新的长度为dc的特征向量；对所有的窗口特征向量求最大值，模型最终得到整个句子的向量表示dx。,模型,中文名,对所有的窗口特征向量求最大值
然后，模型对固定大小滑动窗口中的词的向量进行卷积操作，为每个窗口生成新的长度为dc的特征向量；对所有的窗口特征向量求最大值，模型最终得到整个句子的向量表示dx。,模型,中文名,得到整个句子的向量表示dx
然后，模型对固定大小滑动窗口中的词的向量进行卷积操作，为每个窗口生成新的长度为dc的特征向量；对所有的窗口特征向量求最大值，模型最终得到整个句子的向量表示dx。,模型的向量表示dx,依靠,为每个窗口生成新的长度为dc的特征向量
然后，模型对固定大小滑动窗口中的词的向量进行卷积操作，为每个窗口生成新的长度为dc的特征向量；对所有的窗口特征向量求最大值，模型最终得到整个句子的向量表示dx。,模型,依靠,对固定大小滑动窗口中的词的向量进行卷积操作
在进行关系分类时，CR-CNN模型计算句子向量和每个关系类型向量的点积，得到实体具有每种预定义关系的分值。,CR-CNN模型,中文名,计算句子向量和每个关系类型向量的点积
在进行关系分类时，CR-CNN模型计算句子向量和每个关系类型向量的点积，得到实体具有每种预定义关系的分值。,CR-CNN模型,依靠,计算句子向量和每个关系类型向量的点积
CR-CNN模型在SemEval-2010_Task_8数据集上获得了84.1%的F1值，这个结果优于当时最好的非深度学习方法。,CR-CNN模型,依靠,非深度学习方法获得较好的F1值
图4-9CR-CNN模型[7]●Attention_CNNs模型[8]。,CR-CNN模型,依靠,Attention_CNNs模型[8]
Wang等人提出的多层注意力卷积神经网络（Multi-levelAttention_CNN），将注意力机制引入到神经网络中，对反映实体关系更重要的词语赋予更大的权重，借助改进后的目标函数提高关系提取的效果。,多层注意力卷积神经网络,中文名,Multi-levelAttention_CNN
Wang等人提出的多层注意力卷积神经网络（Multi-levelAttention_CNN），将注意力机制引入到神经网络中，对反映实体关系更重要的词语赋予更大的权重，借助改进后的目标函数提高关系提取的效果。,多层注意力卷积神经网络,依靠,注意力机制
其模型的结构如图4-10所示，在输入层，模型引入了词与实体相关的注意力，同时还在池化和混合层引入了针对目标关系类别的注意力。,模型的输入层,依靠,词与实体相关的注意力
其模型的结构如图4-10所示，在输入层，模型引入了词与实体相关的注意力，同时还在池化和混合层引入了针对目标关系类别的注意力。,模型的输入层,依靠,针对目标关系类别的注意力
在SemEval-2010_Task_8数据集上，该模型获得了88%的F1值。,SemEval-2010_Task_8数据集上的文本分类模型,依靠,获得较高的F1值
●Attention_BLSTM模型[9]。,Attention_BLSTM模型,依靠,依靠注意力机制和双向长短期记忆网络
Attention_BLSTM模型如图4-11所示，它包含两个LSTM网络，从正向和反向处理输入的句子，从而得到每个词考虑左边和右边序列背景的状态向量；词的两个状态向量通过元素级求和产生词的向量表示。,Attention_BLSTM模型,依靠,两个LSTM网络
在双向LSTM产生的词向量基础上，该模型通过注意力层组合词的向量产生句子向量，进而基于句子向量将关系分类。,句子向量的产生,依靠,双向LSTM产生的词向量
注意力层首先计算每个状态向量的权重，然后计算所有状态向量的加权和得到句子的向量表示。,注意力层,依靠,计算每个状态向量的权重
实验结果表明，增加注意力层可以有效地提升关系分类的结果。,增加注意力层,依靠,提升关系分类的结果
图4-10Attention_CNNs模型的结构[8]图4-11Attention_BLSTM模型[9]在关系抽取问题方面，还有许多其他属于流水线方法的深度学习模型。,Attention_CNNs模型,依靠,图4-10
在流水线关系抽取方法中，实体抽取和关系抽取两个过程是分离的。,实体抽取,依靠,关系抽取
联合关系抽取方法则是将实体抽取和关系抽取相结合，图4-13展示的是一个实体抽取和关系抽取的联合模型[13]。,联合关系抽取方法,依靠,实体抽取和关系抽取相结合
该模型主要由三个表示层组成：词嵌入层（嵌入层）、基于单词序列的LSTM-RNN层（序列层）以及基于依赖性子树的LSTM-RNN层（依存关系层）。,嵌入层,中文名,词嵌入层
该模型主要由三个表示层组成：词嵌入层（嵌入层）、基于单词序列的LSTM-RNN层（序列层）以及基于依赖性子树的LSTM-RNN层（依存关系层）。,序列层,中文名,基于单词序列的LSTM-RNN层
该模型主要由三个表示层组成：词嵌入层（嵌入层）、基于单词序列的LSTM-RNN层（序列层）以及基于依赖性子树的LSTM-RNN层（依存关系层）。,依存关系层,中文名,基于依赖性子树的LSTM-RNN层
该模型主要由三个表示层组成：词嵌入层（嵌入层）、基于单词序列的LSTM-RNN层（序列层）以及基于依赖性子树的LSTM-RNN层（依存关系层）。,嵌入层,依靠,词嵌入层
该模型主要由三个表示层组成：词嵌入层（嵌入层）、基于单词序列的LSTM-RNN层（序列层）以及基于依赖性子树的LSTM-RNN层（依存关系层）。,序列层,依靠,基于单词序列的LSTM-RNN层
该模型主要由三个表示层组成：词嵌入层（嵌入层）、基于单词序列的LSTM-RNN层（序列层）以及基于依赖性子树的LSTM-RNN层（依存关系层）。,依存关系层,依靠,基于依赖性子树的LSTM-RNN层
在解码过程中，模型在序列层上构建从左到右的实体识别，并实现依存关系层上的关系分类，其中每个基于子树的LSTM-RNN对应于两个被识别实体之间的候选关系。,模型,中文名,从左到右的实体识别
在解码过程中，模型在序列层上构建从左到右的实体识别，并实现依存关系层上的关系分类，其中每个基于子树的LSTM-RNN对应于两个被识别实体之间的候选关系。,模型,中文名,依存关系层上的关系分类
在解码过程中，模型在序列层上构建从左到右的实体识别，并实现依存关系层上的关系分类，其中每个基于子树的LSTM-RNN对应于两个被识别实体之间的候选关系。,模型的实体识别,依靠,依存关系层上的关系分类
在对整个模型结构进行解码之后，模型参数通过基于时间的反向传播进行更新。,模型参数的更新,依靠,基于时间的反向传播
在依存关系层堆叠在序列层上，因此嵌入层和序列层被实体识别和关系分类任务共享，共享参数受实体和关系标签的共同影响。,嵌入层,依靠,实体识别和关系分类任务
该联合模型在SemEval-2010_Task8数据集上获得了84.4%的F1值；将WordNet作为外部知识后，该模型可以获得85.6%的F1值。,联合模型,中文名,在SemEval-2010_Task8数据集上获得F1值
该联合模型在SemEval-2010_Task8数据集上获得了84.4%的F1值；将WordNet作为外部知识后，该模型可以获得85.6%的F1值。,WordNet,中文名,外部知识后模型可以获得F1值
该联合模型在SemEval-2010_Task8数据集上获得了84.4%的F1值；将WordNet作为外部知识后，该模型可以获得85.6%的F1值。,联合模型,依靠,WordNet
当训练语料不足时，弱监督学习方法可以只利用少量的标注数据进行模型学习。,弱监督学习方法,依靠,少量的标注数据模型学习
基于弱监督学习的关系抽取方法主要包括远程监督方法和Bootstrapping方法。,基于弱监督学习的关系抽取方法,依靠,远程监督方法
基于弱监督学习的关系抽取方法主要包括远程监督方法和Bootstrapping方法。,基于弱监督学习的关系抽取方法,依靠,Bootstrapping方法
（1）远程监督方法。,远程监督方法,依靠,人工智能
远程监督方法通过将知识图谱与非结构化文本对齐的方式自动构建大量的训练数据，减少模型对人工标注数据的依赖，增强模型的跨领域适应能力。,远程监督方法,依靠,非结构化文本对齐的方式自动构建大量的训练数据，减少模型对人工标注数据的依赖，增强模型的跨领域适应能力
远程监督方法的基本假设是如果两个实体在知识图谱中存在某种关系，则包含两个实体的句子均表达了这种关系。,远程监督方法,依靠,如果两个实体在知识图谱中存在某种关系
例如，在某知识图谱中存在实体关系创始人（乔布斯，苹果公司），则包含实体乔布斯和苹果公司的句子“乔布斯是苹果公司的联合创始人和CEO”则可被用作关系创始人的训练正例。,实体关系创始人,中文名,乔布斯，苹果公司
例如，在某知识图谱中存在实体关系创始人（乔布斯，苹果公司），则包含实体乔布斯和苹果公司的句子“乔布斯是苹果公司的联合创始人和CEO”则可被用作关系创始人的训练正例。,实体关系创始人,依靠,实体乔布斯
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,中文名,从知识图谱中抽取存在目标关系的实体对
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,中文名,从非结构化文本中抽取含有实体对的句子作为训练样例
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,中文名,训练监督学习模型进行关系抽取
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,依靠,从知识图谱中抽取存在目标关系的实体对
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,依靠,从非结构化文本中抽取含有实体对的句子作为训练样例
因此，远程监督关系抽取方法的一般步骤为：●从知识图谱中抽取存在目标关系的实体对；●从非结构化文本中抽取含有实体对的句子作为训练样例；●训练监督学习模型进行关系抽取。,远程监督关系抽取方法,依靠,训练监督学习模型进行关系抽取
远程监督关系抽取方法可以利用丰富的知识图谱信息获取训练数据，有效地减少了人工标注的工作量。,远程监督关系抽取方法,依靠,丰富的知识图谱信息获取训练数据
但是，基于远程监督的假设，大量噪声会被引入到训练数据中，从而引发语义漂移的现象。,语义漂移,依靠,远程监督的假设
为了改进远程监督实体关系抽取方法，一些研究围绕如何克服训练数据中的噪声问题展开。,改进远程监督实体关系抽取方法,依靠,克服训练数据中的噪声问题
最近，多示例学习、采用注意力机制的深度学习模型以及强化学习等模型被用来解决样例错误标注的问题，取得了较好的效果。,多示例学习,依靠,解决样例错误标注的问题
下面介绍两个具有代表性的模型。,概念/产品,依靠,本体
Guoliang_Ji等人在发表于AAAI2017的论文中提出了基于句子级注意力和实体描述的神经网络关系抽取模型APCNNs[14]。,APCNNs,中文名,基于句子级注意力和实体描述的神经网络关系抽取模型
