input,subject,relation,object
通过比较集合F(r1)和集合F(r2)类似Jaccard距离特征确定是否建立r1与r2的资源映射。,F(r1),属于,通过比较集合F(r1)和集合F(r2)类似Jaccard距离特征确定是否建立r1与r2的资源映射。
图8-25关系短语映射到知识库关系的方法[41]（2）桥接操作。,图8-25关系短语映射到知识库关系的方法,属于,桥接操作
这样就需要补充一个额外的二元关系将这些词两端的逻辑表达式连接起来，这就是桥接操作。,桥接操作,属于,补充额外的二元关系
由于知识库中的关系是有定义域和值域的，所以文献基于此特点在知识库中查找所有潜在的关系，例如Education的定义域和值域分别是Person和University，则Education可以是候选的桥接操作。,桥接操作,属于,查找所有潜在的关系
图8-26桥接操作示例[41]（3）组合操作。,桥接操作,属于,组合操作
即逻辑表达式间的连接、求交集以及聚合三种操作。,spo,属于,逻辑表达式间的连接、求交集以及聚合三种操作。
至于最终应该用哪种操作，作者同样通过收集大量的上下文特征，基于这些训练分类器，用于最后的候选逻辑表达式评估。,作者,属于,通过收集大量的上下文特征，基于这些训练分类器，用于最后的候选逻辑表达式评估
（4）候选逻辑表达式评估。,候选逻辑表达式评估,属于,SPO三元组
即训练一个分类器，计算每一种候选逻辑表达式的概率，DiscriminativeLog-Linear模型，最终实现逻辑表达式的筛选。,DiscriminativeLog-Linear模型,属于,训练一个分类器，计算每一种候选逻辑表达式的概率
下面通过Yih[51]的工作，说明如何使用深度神经网络来提升知识问答的效果。,Yih,属于,使用深度神经网络来提升知识问答的效果
传统的基于语义解析的方法需要将问题转换成逻辑表达式，如图8-27所示。,传统的基于语义解析的方法,属于,将问题转换成逻辑表达式
图8-28查询图示例[51]下面介绍查询图的生成过程。,查询图,属于,生成过程
第一步，选择一个主题实体（Topic_Entity）作为根节点，如图8-29（a）中可以选择s1“FamilyGuy”作为根节点。,主题实体,属于,选择一个主题实体（Topic_Entity）作为根节点
第二步，确定一条从根节点到Lambda变量（答案节点）的有向路径，路径上可以有一个或者多个中间变量，这条路径被称为核心推断链（Core_Inferential_Chain），如图8-29（b）所示从三条路径s3、s4、s5中选取s3作为核心推断链。,核心推断链,属于,从三条路径s3、s4、s5中选取s3作为
核心推断链上除了根节点为实体，其他的都只能是变量，节点间的关系都是知识库中的关系。,核心推断链,属于,实体
"第三步，给查询图添加约束条件和聚合函数（AugmentingConstraints&Aggregations），形式上就是把其他的实体或者聚合函数节点通过知识库中的关系与核心推断链上的变量连接起来，如图8-29（c）所示对y增加两个限制argmin和character(y,MegGriffin)。",核心推断链,属于,添加约束条件和聚合函数
首先根据问题中的主题词在知识库中确定候选答案，然后把问题和知识库中的候选答案都通过神经网络模型映射到一个低维空间，得到它们的分布式向量（Distributed_Embedding），则可计算候选答案分布式向量与问题向量的相似度得分，找出相似度最高的候选答案作为最终答案。,知识问答,属于,向量相似度
该神经网络模型通过标注数据对进行训练，使得问题向量与知识库中正确答案的向量在低维空间的关联得分尽量高。,神经网络模型,属于,对进行训练
如图8-31所示，自底向上计算。,自底向上计算,属于,SPO三元组
第一步，利用实体链接定位问题中的核心实体，对应到Freebase的实体；第二步，找到从问题中核心实体到候选答案实体的路径；第三步，生成候选答案的子图；第四步，分别将问题和答案子图映射成Embedding向量；第五步，进行点积运算，获得候选答案和问题之间的匹配度。,SPO三元组抽取,属于,实体链接定位问题中的核心实体
"该方法取得了比Berant[41]更好的结果（F1=0.392,P@1=0.40）。",SPO,属于,抽取三元组
"这三个CNN被称为多列卷积神经网络（Multi-Column_Convolutional_Neural_Network,Multi-Column_CNN）。",多列卷积神经网络,属于,多列CNN
"在实验中，该方法取得了当时最好的效果（F1=0.408,P@1=0.45)。",交叉验证,属于,取得当时最好的效果
两个案例的基本框架一致，而知识问答增加了将自然语言问题转化为对应逻辑表达式以及查询语句的过程。,知识问答,属于,将自然语言问题转化为对应逻辑表达式以及查询语句的过程
注意，真实的知识问答系统的语义理解远比本文方案复杂。,知识问答系统的语义理解,属于,真实的知识问答系统的语义理解
从自然语言问题中识别出实体名、属性名和属性值等三类要素，并将实体名和属性名映射到知识库中的实体和属性。,从自然语言问题中识别出实体名、属性名和属性值等三类要素,属于,识别实体名、属性名和属性值
首先，实体和属性的识别可以采用词典的方法，例如从知识库中抽取所有的实体名和属性名，构建分词器的自定义词典。,实体和属性的识别,属于,词典的方法
然后，对自然语言问题进行分词，可直接识别其中的属性名和实体名。,分词,属于,直接识别属性名和实体名
例如下面的两段代码，分别实现了属性名识别和实体名识别。,属性名识别,属于,SPO三元组
（3）后生成逻辑表达式。,后生成逻辑表达式,属于,SPO三元组
逻辑表达式生成流程如下：查询中含有实体名。,逻辑表达式生成流程,属于,查询中含有实体名
工业应用中抽取属性也会采用文法解析器、序列化标注、数字识别与解析等技术。,文法解析器,属于,工业应用中抽取属性
在生成逻辑表达式之后，可基于查询的类型及要素，直接用对应的Elasticsearch查询模板将逻辑表达式翻译成Elasticsearch查询。,Elasticsearch查询模板,属于,生成逻辑表达式
本方法定义了一组Elasticsearch查询模板，基于该模板将逻辑表达式按照一定的层次结构自动转换成Elasticsearch查询语句。,本方法,属于,Elasticsearch查询模板
gAnswer系统[55]是一个基于海量知识库的自然语言问答系统，针对用户的自然语言问题，能够输出SPARQL格式的知识库查询表达式以及查询答案的结果。,gAnswer系统,属于,基于海量知识库的自然语言问答系统
gAnswer同时支持中文问答和英文问答。,gAnswer,属于,中文问答和英文问答
gAnswer参加了QALD-9的评测比赛，并取得了第一名的成绩。,gAnswer,属于,QALD-9的评测比赛
对于中文问答，使用PKUBASE知识库；对于英文问答，使用DBpedia知识库。,PKUBASE,属于,中文问答
本实践的相关工具、实验数据及操作说明由OpenKG提供，地址为http://openkg.cn。,本实践,属于,OpenKG
如图8-33所示为gAnswer系统处理流程。,gAnswer系统处理流程,属于,问答系统
在查询执行阶段，借助gStore系统返回的SPARQL查询结果，返回并展示给用户。,查询执行阶段,属于,gStore系统返回的SPARQL查询结果，返回并展示给用户。
gAnswer系统的运行需要借助支持SPARQL查询的图数据库系统来获取最终答案。,gAnswer系统,属于,支持SPARQL查询的图数据库系统来获取最终答案
在目前的版本中，使用gStore系统（http://openkg.cn/tool/gstore）。,gStore,属于,目前版本的系统
gAnswer的部署还依赖一些外部工具包。,gAnswer,属于,部署
包括Maltparser、StanfordNLP，在生成SPARQL阶段，需要借助Lucene对辅助信息进行索引。,Lucene,属于,生成SPARQL阶段，需要借助索引
KBQA作为知识问答的重要分支，一方面强化了针对结构化信息的检索能力，另一方面也可以利用知识图谱提升问题理解的准确性。,KBQA,属于,知识问答
