input,subject,subject_type,data/object,relation,object,object_type
另外一类的知识补全算法实现基于图结构和关系路径特征的方法，如基于随机游走获取路径特征的PRA算法[70]、基于子图结构的SFE算法[71]、基于层次化随机游走模型的PRA算法[72]。,基于图结构和关系路径特征的方法,知识推理,,包含,基于层次化随机游走模型的PRA算法,知识推理
这类算法的共同特点是通过两个实体节点之间的路径，以及节点周围图的结构提取特征，并通过随机游走等算法降低特征抽取的复杂度，然后叠加线性的学习模型进行关系的预测。,基于图结构和关系路径特征的方法,知识推理,属性,特点,通过两个实体节点之间的路径，以及节点周围图的结构提取特征，并通过随机游走等算法降低特征抽取的复杂度，然后叠加线性的学习模型进行关系的预测,文本
这类简单的嵌入模型一般只能实现单步的推理。,知识图谱补全方法,知识推理,,包含,基于表示学习和知识图谱嵌入的链接预测,知识推理
"对于更为复杂的模型，如向量空间中引入随机游走模型的方法，在同一个向量空间中将路径与实体和关系一起表示出来再进行补全的模型[81,82]。",基于表示学习和知识图谱嵌入的链接预测,知识推理,,包含,向量空间中引入随机游走模型的方法,知识推理
文本信息也被用来辅助实现知识图谱的补全[83-88]。,文本信息,知识推理,,实现,知识图谱的补全,知识推理
6.知识检索与知识分析基于知识图谱的知识检索的实现形式主要包括语义检索和智能问答。,知识图谱,知识图谱,,包含,语义检索,语义搜索
6.知识检索与知识分析基于知识图谱的知识检索的实现形式主要包括语义检索和智能问答。,知识图谱,知识图谱,,包含,知识问答,知识问答
传统搜索引擎依靠网页之间的超链接实现网页的搜索，而语义搜索直接对事物进行搜索，如人物、机构、地点等。,语义搜索,语义搜索,属性,被定义为,直接对事物进行搜索,文本
知识图谱的主要数据模型有RDF图（RDF_graph）和属性图（Property_Graph）两种；知识图谱查询语言可分为声明式（Declarative）和导航式（Navigational）两类。,知识图谱数据类型,知识存储,,包含,RDF图,知识存储
知识图谱的主要数据模型有RDF图（RDF_graph）和属性图（Property_Graph）两种；知识图谱查询语言可分为声明式（Declarative）和导航式（Navigational）两类。,知识图谱数据类型,知识存储,,包含,属性图,知识存储
知识图谱的主要数据模型有RDF图（RDF_graph）和属性图（Property_Graph）两种；知识图谱查询语言可分为声明式（Declarative）和导航式（Navigational）两类。,知识图谱查询语言,知识存储,,包含,声明式查询语言,知识存储
知识图谱的主要数据模型有RDF图（RDF_graph）和属性图（Property_Graph）两种；知识图谱查询语言可分为声明式（Declarative）和导航式（Navigational）两类。,知识图谱查询语言,知识存储,,包含,导航式查询语言,知识存储
RDF三元组库主要是由Semantic_Web领域推动开发的数据库管理系统，其数据模型RDF图和查询语言SPARQL均遵守W3C标准。,RDF三元组库,知识存储,,属于,数据库管理系统,知识存储
RDF三元组库主要是由Semantic_Web领域推动开发的数据库管理系统，其数据模型RDF图和查询语言SPARQL均遵守W3C标准。,RDF三元组库数据模型,知识存储,,等价,RDF图,知识存储
RDF三元组库主要是由Semantic_Web领域推动开发的数据库管理系统，其数据模型RDF图和查询语言SPARQL均遵守W3C标准。,RDF三元组库查询语言,知识存储,,等价,SPARQL,知识存储
查询语言SPARQL从语法上借鉴了SQL语言，属于声明式查询语言。,SPARQL,知识存储,,属于,声明式查询语言,知识存储
Cypher是开源图数据库Neo4j中实现的图查询语言。,Cypher,知识存储,,属于,图查询语言,知识存储
PGQL是Oracle公司开发的图查询语言。,PGQL,知识存储,属性,创建者,Oracle,人物/实验室
PGQL是Oracle公司开发的图查询语言。,PGQL,知识存储,,属于,图查询语言,知识存储
G-Core是由LDBC（Linked_Data_Benchmarks_Council）组织设计的图查询语言。,G-Core,知识存储,属性,创建者,LDBC,人物/实验室
G-Core是由LDBC（Linked_Data_Benchmarks_Council）组织设计的图查询语言。,G-Core,知识存储,,属于,图查询语言,知识存储
目前，基于三元组库和图数据库能够提供的知识图谱数据存储方案可分为三类：（1）基于关系的存储方案。,存储方案,知识存储,,包含,基于关系的存储方案,知识存储
包括三元组表、水平表、属性表、垂直划分、六重索引和DB2RDF等。,基于关系的存储方案,知识存储,,包含,水平表,知识存储
包括三元组表、水平表、属性表、垂直划分、六重索引和DB2RDF等。,基于关系的存储方案,知识存储,,包含,属性表,知识存储
包括三元组表、水平表、属性表、垂直划分、六重索引和DB2RDF等。,基于关系的存储方案,知识存储,,包含,垂直划分,知识存储
包括三元组表、水平表、属性表、垂直划分、六重索引和DB2RDF等。,基于关系的存储方案,知识存储,,包含,六重索引,知识存储
包括三元组表、水平表、属性表、垂直划分、六重索引和DB2RDF等。,基于关系的存储方案,知识存储,,包含,DB2RDF,知识存储
三元组表是将知识图谱中的每条三元组存储为一行具有三列的记录（主语，谓语，宾语）。,三元组表,知识存储,属性,被定义为,将知识图谱中的每条三元组存储为一行具有三列的记录（主语，谓语，宾语）。,文本
三元组表存储方案虽然简单明了，但三元组表的行数与知识图谱的边数一样，其问题是将知识图谱查询翻译为SQL后会产生大量三元组表的自连接操作，影响效率。,三元组表,知识存储,属性,特点,简单明了,文本
三元组表存储方案虽然简单明了，但三元组表的行数与知识图谱的边数一样，其问题是将知识图谱查询翻译为SQL后会产生大量三元组表的自连接操作，影响效率。,三元组表,知识存储,属性,缺点,将知识图谱查询翻译为SQL后会产生大量三元组表的自连接操作,文本
水平表存储方案的每行记录存储知识图谱中一个主语的所有谓语和宾语，相当于知识图谱的邻接表。,水平表,知识存储,属性,被定义为,每行记录存储知识图谱中一个主语的所有谓语和宾语,文本
但其缺点在于所需列数目过多，表中产生大量空值，无法存储多值宾语等。,水平表,知识存储,属性,缺点,所需列数目过多，表中产生大量空值，无法存储多值宾语等,文本
属性表存储方案将同一类主语分配到一个表中，是对水平表存储方案的细化。,属性表,知识存储,属性,被定义为,将同一类主语分配到一个表中,文本
属性表解决了三元组表的自连接问题和水平表的列数目过多问题。,属性表,知识存储,属性,特点,解决了三元组表的自连接问题和水平表的列数目过多问题,文本
但对于真实大规模知识图谱，属性表的问题包括：所需属性表过多，复杂查询的多表连接效率，空值问题和多值宾语问题。,属性表,知识存储,属性,缺点,所需属性表过多，复杂查询的多表连接效率，空值问题和多值宾语问题,文本
垂直划分存储方案为知识图谱中的每种谓语建立一张两列的表（主语，宾语），表中存放由该谓语连接的主语和宾语，支持“主语-主语”作为连接条件的查询操作的快速执行。,垂直划分,知识存储,属性,被定义为,每种谓语建立一张两列的表（主语，宾语）,文本
垂直划分有效解决了空值问题和多值宾语问题；但其仍有缺点，包括：大规模知识图谱的谓语表数目过多、复杂查询表连接过多、更新维护代价大等。,垂直划分,知识存储,属性,特点,有效解决空值问题和多值宾语问题,文本
垂直划分有效解决了空值问题和多值宾语问题；但其仍有缺点，包括：大规模知识图谱的谓语表数目过多、复杂查询表连接过多、更新维护代价大等。,垂直划分,知识存储,属性,缺点,大规模知识图谱的谓语表数目过多、复杂查询表连接过多、更新维护代价大等,文本
六重索引存储方案是将三元组全部6种排列对应地建立为6张表。,六重索引,知识存储,属性,被定义为,将三元组全部6种排列对应地建立为6张表,文本
六重索引通过“空间交换时间”策略有效缓解了三元组表的自连接问题，但需要更多的存储空间开销和索引更新维护代价。,六重索引,知识存储,属性,特点,缓解三元组表的自连接问题,文本
六重索引通过“空间交换时间”策略有效缓解了三元组表的自连接问题，但需要更多的存储空间开销和索引更新维护代价。,六重索引,知识存储,属性,缺点,需要更多的存储空间开销和索引更新维护代价,文本
三元组表的灵活性体现在“行维度”上，无论多少行三元组数据，表模式只有3列固定不变；DB2RDF方案将这种灵活性推广到了“列维度”，列名称不再和谓语绑定，将同一主语的所有谓语和宾语动态分配到某列。,DB2RDF,知识存储,属性,被定义为,列名称不再和谓语绑定，将同一主语的所有谓语和宾语动态分配到某列,文本
（2）面向RDF的三元组库。,存储方案,知识存储,,包含,面向RDF的三元组库,知识存储
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,Virtuoso,知识图谱项目,,属于,面向RDF的三元组库,知识存储
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,AllegroGraph,知识图谱项目,,属于,面向RDF的三元组库,知识存储
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,GraphDB,知识图谱项目,,属于,面向RDF的三元组库,知识存储
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,BlazeGraph,知识图谱项目,,属于,面向RDF的三元组库,知识存储
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,Jena,知识图谱项目,,属于,面向RDF的三元组库,知识存储
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,RDF-3X,知识图谱项目,,属于,面向RDF的三元组库,知识存储
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,gStore,知识图谱项目,,属于,面向RDF的三元组库,知识存储
RDF4J目前是Eclipse基金会旗下的开源孵化项目，其功能包括RDF数据的解析、存储、推理和查询等。,RDF4J,知识图谱项目,属性,创建者,Eclipse,人物/实验室
RDF4J框架的主要特点是其模块化的软件架构设计。,RDF4J,知识图谱项目,属性,特点,模块化的软件架构设计,文本
RDF-3X是德国马克斯·普朗克计算机科学研究所开发的三元组数据库，其特点是为RDF优化设计的物理存储方案和查询处理方法，是实现六重索引的典型系统。,RDF-3X,知识图谱项目,,属于,面向RDF的三元组库,知识存储
RDF-4X是德国马克斯·普朗克计算机科学研究所开发的三元组数据库，其特点是为RDF优化设计的物理存储方案和查询处理方法，是实现六重索引的典型系统。,RDF-3X,知识图谱项目,属性,创建者,马克斯·普朗克计算机科学研究所,人物/实验室
RDF-4X是德国马克斯·普朗克计算机科学研究所开发的三元组数据库，其特点是为RDF优化设计的物理存储方案和查询处理方法，是实现六重索引的典型系统。,RDF-3X,知识图谱项目,属性,特点,为RDF优化设计的物理存储方案和查询处理方法,文本
gStore是由北京大学、加拿大滑铁卢大学和香港科技大学联合研究项目开发的基于图RDF三元组数据库。,gStore,知识图谱项目,属性,创建者,北京大学、加拿大滑铁卢大学和香港科技大学联合研究项目,人物/实验室
gStore是由北京大学、加拿大滑铁卢大学和香港科技大学联合研究项目开发的基于图RDF三元组数据库。,gStore,知识图谱项目,,属于,基于图RDF三元组数据库,知识存储
gStore的底层存储使用RDF图对应的标签图（Signature_Graph）并建立“VS树”索引结构以加速查找。,gStore,知识图谱项目,属性,方法,使用RDF图对应的标签图并建立“VS树”索引结构以加速查找,文本
Virtuoso是由OpenLink公司开发的商业混合数据库产品，支持关系数据、对象-关系数据、RDF数据、XML数据和文本数据的统一管理。,Virtuoso,知识图谱项目,,属于,基于图RDF三元组数据库,知识存储
Virtuoso是由OpenLink公司开发的商业混合数据库产品，支持关系数据、对象-关系数据、RDF数据、XML数据和文本数据的统一管理。,Virtuoso,知识图谱项目,属性,创建者,OpenLink,人物/实验室
Virtuoso是由OpenLink公司开发的商业混合数据库产品，支持关系数据、对象-关系数据、RDF数据、XML数据和文本数据的统一管理。,Virtuoso,知识图谱项目,属性,特点,支持关系数据、对象-关系数据、RDF数据、XML数据和文本数据的统一管理,文本
AllegroGraph是美国Franz公司开发的RDF三元组数据库。,AllegroGraph,知识图谱项目,,属于,基于图RDF三元组数据库,知识存储
AllegroGraph是美国Franz公司开发的RDF三元组数据库。,AllegroGraph,知识图谱项目,属性,创建者,Franz公司,人物/实验室
AllegroGraph除了三元组数据库的基本功能，还支持动态物化的RDFS++推理机、OWL2_RL推理机、Prolog规则推理系统、时空推理机制、社会网络分析库、可视化RDF图浏览器等。,AllegroGraph,知识图谱项目,属性,特点,支持三元组数据库的基本功能、动态物化的RDFS++推理机、OWL2_RL推理机、Prolog规则推理系统、时空推理机制、社会网络分析库、可视化RDF图浏览器等,文本
GraphDB是由保加利亚的Ontotext软件公司开发的RDF三元组数据库。,GraphDB,知识图谱项目,,属于,基于图RDF三元组数据库,知识存储
GraphDB是由保加利亚的Ontotext软件公司开发的RDF三元组数据库。,GraphDB,知识图谱项目,属性,创建者,Ontotext,人物/实验室
GraphDB的特色是良好支持RDF推理功能，其使用内置的基于规则的“前向链”（Forward-Chaining）推理机，由显式知识经过推理得到导出知识，对这些导出知识进行优化存储；导出知识会在知识库更新后相应地同步更新。,GraphDB,知识图谱项目,属性,特点,良好支持RDF推理功能,文本
Blazegraph是一个基于RDF三元组库的图数据库管理系统，在用户接口层同时支持RDF三元组和属性图模型，既实现了SPARQL语言，也实现了Blueprints标准及Gremlin语言。,Blazegraph,知识图谱项目,,属于,基于图RDF三元组数据库,知识存储
通过分布式动态分片B+树和服务总线技术，Blazegraph支持真正意义上的集群分布式存储和查询处理。,Blazegraph,知识图谱项目,属性,特点,支持真正意义上的集群分布式存储和查询处理,文本
Stardog是由美国Stardog_Union公司开发的RDF三元组数据库，支持RDF图数据模型、SPARQL查询语言、属性图模型、Gremlin图遍历语言、OWL2标准、用户自定义的推理与数据分析规则、虚拟图、地理空间查询以及多用编程语言与网络接口支持。,Stardog,知识图谱项目,,属于,基于图RDF三元组数据库,知识存储
Stardog是由美国Stardog_Union公司开发的RDF三元组数据库，支持RDF图数据模型、SPARQL查询语言、属性图模型、Gremlin图遍历语言、OWL2标准、用户自定义的推理与数据分析规则、虚拟图、地理空间查询以及多用编程语言与网络接口支持。,Stardog,知识图谱项目,属性,创建者,Stardog_Union,人物/实验室
（3）原生图数据库。,存储方案,知识存储,,包含,面向RDF的三元组库,知识存储
Neo4j是用Java实现的开源图数据库。,Neo4j,知识图谱项目,,属于,图数据库,知识存储
JanusGraph是在原有Titan系统基础上继续开发的开源分布式图数据库，目前是Linux基金会旗下的一个开源项目。,JanusGraph,知识图谱项目,,属于,图数据库,知识存储
JanusGraph的主要缺点是分布式查询功能仅限于基于Cassandra或HBase提供的分布式读写实现的简单导航查询，对于很多稍复杂的查询类型，目前还不支持真正意义上的分布式查询处理，例如子图匹配查询、正则路径查询等。,JanusGraph,知识图谱项目,属性,缺点,不支持真正意义上的分布式查询处理,文本
Cayley是由谷歌公司工程师开发的一款轻量级开源图数据库，于2014年6月在GitHub上发布。,Cayley,知识图谱项目,属性,创建者,谷歌公司,人物/实验室
Cayley是由谷歌公司工程师开发的一款轻量级开源图数据库，于2014年6月在GitHub上发布。,Cayley,知识图谱项目,,属于,图数据库,知识存储
"1.6.2知识图谱与智能问答基于知识图谱的问答（Knowledge-based_Question_Answering,KBQA，下称“知识问答”）是智能问答系统的核心功能，是一种人机交互的自然方式。",知识问答,知识问答,,属于,知识图谱,知识图谱
知识问答依托一个大型知识库（知识图谱、结构化数据库等），将用户的自然语言问题转化成结构化查询语句（如SPARQL、SQL等），直接从知识库中导出用户所需的答案。,知识库,知识问答,,实现,知识问答,知识问答
事实型问题按问题类型可分为单知识点问题（Single-hop_Questions）和多知识点问题（Multi-hop_Questions）；按问题的领域可分为垂直领域问题和通用领域问题。,事实型问题,知识问答,,包含,单知识点问题,知识问答
事实型问题按问题类型可分为单知识点问题（Single-hop_Questions）和多知识点问题（Multi-hop_Questions）；按问题的领域可分为垂直领域问题和通用领域问题。,事实型问题,知识问答,,包含,多知识点问题,知识问答
事实型问题按问题类型可分为单知识点问题（Single-hop_Questions）和多知识点问题（Multi-hop_Questions）；按问题的领域可分为垂直领域问题和通用领域问题。,单知识点问题,知识问答,属性,英文名,Single-hop_Questions,文本
事实型问题按问题类型可分为单知识点问题（Single-hop_Questions）和多知识点问题（Multi-hop_Questions）；按问题的领域可分为垂直领域问题和通用领域问题。,多知识点问题,知识问答,属性,英文名,Multi-hop_Questions,文本
事实型问题按问题类型可分为单知识点问题（Single-hop_Questions）和多知识点问题（Multi-hop_Questions）；按问题的领域可分为垂直领域问题和通用领域问题。,事实型问题,知识问答,,包含,垂直领域问题,知识问答
事实型问题按问题类型可分为单知识点问题（Single-hop_Questions）和多知识点问题（Multi-hop_Questions）；按问题的领域可分为垂直领域问题和通用领域问题。,事实型问题,知识问答,,包含,通用领域问题,知识问答
相对于通用领域或开放领域，垂直领域下的知识图谱规模更小、精度更高，知识问答的质量更容易提升。,垂直领域问题,知识问答,属性,特点,规模更小、精度更高，知识问答的质量高,文本
知识问答技术的成熟与落地不仅能提高人们检索信息的精度和效率，还能提升用户的产品体验。,知识问答技术,知识问答,属性,作用,提高人们检索信息的精度和效率，还能提升用户的产品体验,文本
这涉及自然语言处理、信息检索和推理（Reasoning）等多个领域的不同技术。,知识问答技术,知识问答,,包含,自然语言处理,知识问答
这涉及自然语言处理、信息检索和推理（Reasoning）等多个领域的不同技术。,知识问答技术,知识问答,,包含,信息检索和推理,知识问答
相关研究工作在近五年来受到越来越多国内外学者的关注，研究方法主要可分为三大类：基于语义解析（Semantic_Parsing）的方法、基于信息检索（Information_Retrieval）的方法和基于概率模型（Probabilistic_Models）的方法。,知识问答方法,知识问答,,包含,基于语义解析的方法,知识问答
相关研究工作在近五年来受到越来越多国内外学者的关注，研究方法主要可分为三大类：基于语义解析（Semantic_Parsing）的方法、基于信息检索（Information_Retrieval）的方法和基于概率模型（Probabilistic_Models）的方法。,知识问答方法,知识问答,,包含,基于信息检索的方法,知识问答
相关研究工作在近五年来受到越来越多国内外学者的关注，研究方法主要可分为三大类：基于语义解析（Semantic_Parsing）的方法、基于信息检索（Information_Retrieval）的方法和基于概率模型（Probabilistic_Models）的方法。,知识问答方法,知识问答,,包含,基于概率模型的方法,知识问答
大部分先进的知识问答方法是基于语义解析的，目的是将自然语言问句解析成结构化查询语句，进而在知识库上执行查询得到答案。,基于语义解析的方法,知识问答,属性,目标,将自然语言问句解析成结构化查询语句，进而在知识库上执行查询得到答案,文本
在基于语义解析的方法训练过程中，问答模型隐式地学习了标注数据中蕴涵的语法解析规律。这使得模型能具有更好的可解释性。,基于语义解析的方法,知识问答,属性,特点,学习了标注数据中蕴涵的语法解析规律，使得模型能具有更好的可解释性,文本
但是，数据标注需要花费大量的人力和财力，是不切实际的。,基于语义解析的方法,知识问答,属性,缺点,需要花费大量的人力和财力,文本
基于信息检索的知识问答大致可分为两步：①通过粗粒度信息检索，在知识库中直接筛选出候选答案；②根据问句中抽取出的特征，对候选答案进行排序。,基于信息检索的方法,知识问答,属性,内容,通过粗粒度信息检索，在知识库中直接筛选出候选答案，根据问句中抽取出的特征，对候选答案进行排序,文本
1.6.3知识图谱与机器推理推理是指基于已知的事实或知识推断得出未知的事实或知识的过程。,知识推理,知识推理,,属于,知识图谱,知识图谱
1.6.3知识图谱与机器推理推理是指基于已知的事实或知识推断得出未知的事实或知识的过程。,知识推理,知识推理,属性,被定义为,基于已知的事实或知识推断得出未知的事实或知识的过程。,文本
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,知识推理,知识推理,,包含,演绎推理,知识推理
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,知识推理,知识推理,,包含,溯因推理,知识推理
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,知识推理,知识推理,,包含,归纳推理,知识推理
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,知识推理,知识推理,,包含,类比推理,知识推理
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,演绎推理,知识推理,属性,英文名,Deductive_Reasoning,文本
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,溯因推理,知识推理,属性,英文名,Inductive_Reasoning,文本
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,归纳推理,知识推理,属性,英文名,Abductive_Reasoning,文本
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,类比推理,知识推理,属性,英文名,Analogical_Reasoning,文本
"在知识图谱中，推理主要用于对知识图谱进行补全（Knowledge_Base_Completion,KBC）和知识图谱质量的校验。",知识推理,知识推理,属性,作用,补全知识图谱，校验知识图谱质量,文本
知识图谱中的知识可分为概念层和实体层。,知识图谱,知识图谱,,包含,概念层,知识图谱
知识图谱中的知识可分为概念层和实体层。,知识图谱,知识图谱,,包含,实体层,知识图谱
知识图谱推理的任务是根据知识图谱中已有的知识推理出新的知识或识别出错误的知识。,知识推理,知识图谱,属性,作用,根据知识图谱中已有的知识推理出新的知识或识别出错误的知识,文本
其中，概念层的推理主要包括概念之间的包含关系推理，实体层的推理主要包括链接预测与冲突检测，实体层与概念层之间的推理主要包括实例检测。,概念层推理,知识推理,,包含,概念之间的包含关系推理,知识推理
其中，概念层的推理主要包括概念之间的包含关系推理，实体层的推理主要包括链接预测与冲突检测，实体层与概念层之间的推理主要包括实例检测。,实体层推理,知识推理,,包含,链接预测与冲突检测,知识推理
其中，概念层的推理主要包括概念之间的包含关系推理，实体层的推理主要包括链接预测与冲突检测，实体层与概念层之间的推理主要包括实例检测。,实体层与概念层之间的推理,知识推理,,包含,实例检测,知识推理
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,知识推理方法,知识推理,,包含,基于规则的推理,知识推理
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,知识推理方法,知识推理,,包含,基于分布式表示学习的推理,知识推理
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,知识推理方法,知识推理,,包含,基于神经网络的推理,知识推理
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,知识推理方法,知识推理,,包含,混合推理,知识推理
1.基于规则的推理基于规则的推理通过定义或学习知识中存在的规则进行推理。,基于规则的推理方法,知识推理,属性,被定义为,基于定义或学习知识中存在的规则进行推理,文本
根据规则的真值类型，可分为硬逻辑规则和软逻辑规则。,规则的真值类型,知识推理,,包含,硬逻辑规则,知识推理
根据规则的真值类型，可分为硬逻辑规则和软逻辑规则。,规则的真值类型,知识推理,,包含,软逻辑规则,知识推理
硬逻辑规则中的每条规则的真值都为1，即绝对正确，人工编写的规则多为硬逻辑规则。,硬逻辑规则,知识推理,属性,被定义为,每条规则的真值都为1,文本
软逻辑规则即每条规则的真值为区间在0到1之间的概率，规则挖掘系统的结果多为软逻辑规则，其学习过程一般是基于规则中结论与条件的共现特征，典型方法有AMIE[110]等。,软逻辑规则,知识推理,属性,被定义为,每条规则的真值为区间在0到1之间的概率,文本
基于规则的推理方法最主要的优点是在通常情况下规则比较接近人思考问题时的推理过程，其推理结论可解释，所以对人比较友好。,基于规则的推理方法,知识推理,属性,特点,推理结论可解释，对人比较友好,文本
2.基于分布式表示学习的推理分布式表示学习的核心是将知识图谱映射到连续的向量空间中，并为知识图谱中的元素学习分布式表示为低维稠密的向量或矩阵。,基于分布式表示学习的推理,知识推理,属性,被定义为,将知识图谱映射到连续的向量空间中，并为知识图谱中的元素学习分布式表示为低维稠密的向量或矩阵,文本
分布式表示学习通过各元素的分布式表示之间的计算完成隐式的推理。,基于分布式表示学习的推理,知识推理,属性,方法,各元素的分布式表示之间的计算完成隐式的推理,文本
3.基于神经网络的推理基于神经网络的推理通过神经网络的设计模拟知识图谱推理，其中NTN[117]用一个双线性张量层判断头实体和尾实体的关系，ConvE[118]等在实体和关系的表示向量排布出的二维矩阵上采用卷机神经网络进行链接预测，R-GCN[119]通过图卷积网络捕捉实体的相邻实体信息，IRN[120]采用记忆矩阵以及以递归神经网络为结构的控制单元模拟多步推理的过程。,基于神经网络的推理,知识推理,属性,被定义为,通过神经网络的设计模拟知识图谱推理,文本
网络结构的设计多样，能够满足不同的推理需求。,基于神经网络的推理,知识推理,属性,特点,设计多样能够满足不同的推理需求,文本
例如，NeuralLP[121]是一种可微的知识图谱推理方法，融合了关系的表示学习、规则学习以及循环神经网络，由LSTM生成多步推理中的隐变量，并通过隐变量生成在多步推理过程中对每种关系的注意力。,NeuralLP,知识图谱项目,,属于,知识推理方法,知识推理
例如，NeuralLP[121]是一种可微的知识图谱推理方法，融合了关系的表示学习、规则学习以及循环神经网络，由LSTM生成多步推理中的隐变量，并通过隐变量生成在多步推理过程中对每种关系的注意力。,NeuralLP,知识图谱项目,属性,特点,融合了关系的表示学习、规则学习以及循环神经网络,文本
DeepPath[122]和MINERVA[123]用强化学习方法学习知识图谱多步推理过程中的路径选择策略。,DeepPath,知识图谱项目,,属于,知识推理方法,知识推理
DeepPath[122]和MINERVA[123]用强化学习方法学习知识图谱多步推理过程中的路径选择策略。,DeepPath,知识图谱项目,属性,特点,强化学习方法学习知识图谱多步推理过程,文本
DeepPath[122]和MINERVA[123]用强化学习方法学习知识图谱多步推理过程中的路径选择策略。,MINERVA,知识图谱项目,,属于,知识推理方法,知识推理
DeepPath[122]和MINERVA[123]用强化学习方法学习知识图谱多步推理过程中的路径选择策略。,MINERVA,知识图谱项目,属性,特点,强化学习方法学习知识图谱多步推理过程,文本
RUGE[124]将已有的推理规则输入知识图谱表示学习过程中，约束和影响表示学习结果并取得更好的推理效果。,RUGE,知识图谱项目,,属于,知识推理方法,知识推理
RUGE[124]将已有的推理规则输入知识图谱表示学习过程中，约束和影响表示学习结果并取得更好的推理效果。,RUGE,知识图谱项目,属性,特点,将已有的推理规则输入知识图谱表示学习过程中，约束和影响表示学习结果并取得更好的推理效果,文本
混合推理能够结合规则推理、表示学习推理以及神经网络推理的能力并实现优势互补，能够同时提升推理结果的精确性和可解释性。,混合推理,知识推理,属性,特点,结合规则推理、表示学习推理以及神经网络推理的能力并实现优势互补，能够同时提升推理结果的精确性和可解释性,文本
基于规则的知识图谱推理研究主要分为两部分：一是自动规则挖掘系统，二是基于规则的推理系统。,基于规则的知识图谱推理研究,知识推理,属性,内容,自动规则挖掘系统，基于规则的推理系统,文本
基于表示学习的知识图谱推理研究的主要研究趋势是，一方面提高表示学习结果对知识图谱中含有的语义信息的捕捉能力，目前的研究多集中在链接预测任务上，其他推理任务有待跟进研究；另一方面是利用分布式表示作为桥梁，将知识图谱与文本、图像等异质信息结合，实现信息互补以及更多样化的综合推理。,基于表示学习的知识图谱推理研究,知识推理,属性,内容,一方面提高表示学习结果对知识图谱中含有的语义信息的捕捉能力，目前的研究多集中在链接预测任务上，其他推理任务有待跟进研究；另一方面是利用分布式表示作为桥梁，将知识图谱与文本、图像等异质信息结合，实现信息互补以及更多样化的综合推理,文本
基于神经网络的知识表示推理的主要发展趋势是设计更加有效和有意义的神经网络结构，来实现更加高效且精确的推理，通过对神经网络中间结果的解析实现对推理结果的部分解释是比较值得关注的方向。,基于神经网络的知识表示推理的趋势,知识推理,属性,内容,设计更加有效和有意义的神经网络结构，来实现更加高效且精确的推理，通过对神经网络中间结果的解析实现对推理结果的部分解释,文本
第2章知识图谱表示与建模漆桂林东南大学，潘志霖阿伯丁大学，陈华钧浙江大学知识图谱表示（Knowledge_Graph_Representation）指的是用什么语言对知识图谱进行建模，从而可以方便知识计算。,知识图谱表示,知识表示,,实现,建模知识图谱,知识表示
