input,subject,subject_type,relation,object,object_type
这种中间表示语言承载了高层次世界概念以及用户问题的含义，独立于数据库存储结构，可以进一步转换成数据查询的表达式从而获取答案。,中间表示语言,,,高层次世界概念以及用户问题的含义,
这种中间表示语言承载了高层次世界概念以及用户问题的含义，独立于数据库存储结构，可以进一步转换成数据查询的表达式从而获取答案。,中间表示语言,,,middle expression language,
这一类方案后来演进为KBQA中基于语义解析（Semantic_Parsing）的语义理解方法。,语义解析（Semantic_Parsing）的语义理解方法,,,KBQA中基于语义解析（Semantic_Parsing）的语义理解方法,
这一类方案后来演进为KBQA中基于语义解析（Semantic_Parsing）的语义理解方法。,语义理解方法,,,基于语义解析（Semantic_Parsing）的语义理解方法,
语法树分析为处理更为复杂的问题以及简单问题的语法变形提供了便利，但是这也同时依赖语法分析工具的正确性（包括词性分析、语法依存分析）。,语法树分析,,,处理更为复杂的问题以及简单问题的语法变形,
另外，当词汇具有多重词性时，也存在潜在问题。,词汇的缺点,,,潜在问题,
所以，还需要附加一些规则调整语法解析出来的查询。,SPO,,,语法解析出来的查询,
"图8-12LUNAR系统利用语法树解析初步解析问题[23]8.3.2IRQA：基于信息检索的问答系统基于信息检索的问答系统（Information_Retrieval_based_Question-Answering_System,IRQA）[6]的核心思想是根据用户输入的问题，结合自然语言处理以及信息检索技术，在给定文档集合或者互联网网页中筛选出相关的文档，从结果文档内容抽取关键文本作为候选答案，最后对候选答案进行排序返回最优答案。",基于信息检索的问答系统,,,基于信息检索的问答系统核心思想,
"图8-12LUNAR系统利用语法树解析初步解析问题[23]8.3.2IRQA：基于信息检索的问答系统基于信息检索的问答系统（Information_Retrieval_based_Question-Answering_System,IRQA）[6]的核心思想是根据用户输入的问题，结合自然语言处理以及信息检索技术，在给定文档集合或者互联网网页中筛选出相关的文档，从结果文档内容抽取关键文本作为候选答案，最后对候选答案进行排序返回最优答案。",基于信息检索的问答系统,,,"Information_Retrieval_based_Question-Answering_System,IRQA",
（2）段落检索与排序（Passage_Retrieval_And_Ranking）。,段落检索与排序,,,SPO三元组,
基于提取出的关键词进行信息检索，对检索出的文档进行排序，把排序之后的文档分割成合适的段落，并对新的段落进行再排序，找到最优答案。,信息检索,,,基于提取出的关键词进行信息检索,
基于提取出的关键词进行信息检索，对检索出的文档进行排序，把排序之后的文档分割成合适的段落，并对新的段落进行再排序，找到最优答案。,基于提取出的关键词进行信息检索,,,based on extracting keywords to do information retrieval,
基于提取出的关键词进行信息检索，对检索出的文档进行排序，把排序之后的文档分割成合适的段落，并对新的段落进行再排序，找到最优答案。,对检索出的文档进行排序,,,sort the documents,
基于提取出的关键词进行信息检索，对检索出的文档进行排序，把排序之后的文档分割成合适的段落，并对新的段落进行再排序，找到最优答案。,把排序之后的文档分割成合适的段落,,,split the sorted documents into suitable paragraphs,
基于提取出的关键词进行信息检索，对检索出的文档进行排序，把排序之后的文档分割成合适的段落，并对新的段落进行再排序，找到最优答案。,对新的段落进行再排序,,,re-sort the new paragraphs,
基于提取出的关键词进行信息检索，对检索出的文档进行排序，把排序之后的文档分割成合适的段落，并对新的段落进行再排序，找到最优答案。,找到最优答案,,,find the best answer,
（3）答案处理（Answer_Processing）。,答案处理,,,SPO三元组,
最后根据排序后的段落，结合问题处理阶段定义的答案类型抽取答案，形成答案候选集；最终对答案候选集排序，返回最优解。,答案抽取,,,问题处理阶段定义的答案类型抽取答案,
最后根据排序后的段落，结合问题处理阶段定义的答案类型抽取答案，形成答案候选集；最终对答案候选集排序，返回最优解。,答案候选集,,,answer candidate set,
最后根据排序后的段落，结合问题处理阶段定义的答案类型抽取答案，形成答案候选集；最终对答案候选集排序，返回最优解。,最优解,,,return,
此方法以文档为知识库，没有预先的知识抽取工作。,知识问答,,,没有预先的知识抽取工作。,
KBQA实际上是20世纪七八十年代对NLIDB工作的延续，其中很多技术都借鉴和沿用了以前的研究成果。,KBQA,,,对NLIDB工作的延续,
其中，主要的差异是采用了相对统一的基于RDF表示的知识图谱，并且把语义理解的结果映射到知识图谱的本体后生成SPARQL查询解答问题。,知识问答系统,,,基于RDF表示的知识图谱,
其中，主要的差异是采用了相对统一的基于RDF表示的知识图谱，并且把语义理解的结果映射到知识图谱的本体后生成SPARQL查询解答问题。,SPARQL查询解答问题,,,问答系统,
通过本体可以将用户问题映射到基于概念拓扑图表示的查询表达式，也就对应了知识图谱中某种子图。,查询表达式,,,本体将用户问题映射到基于概念拓扑图表示的查询表达式,
通过本体可以将用户问题映射到基于概念拓扑图表示的查询表达式，也就对应了知识图谱中某种子图。,本体,,,ontology,
KBQA的核心问题Question2Query是找到从用户问题到知识图谱子图的最合理映射。,Question2Query,,,找到从用户问题到知识图谱子图的最合理映射,
KBQA的核心问题Question2Query是找到从用户问题到知识图谱子图的最合理映射。,Question2Query,,,找到从用户问题到知识图谱子图的最合理映射,
QALD（Question_Answering_on_Linked_Data）[38]是2011年开始针对KBQA问答系统的评测活动。,QALD,,,针对KBQA问答系统的评测活动,
文献[14]分析了参与QALD的数十个问答系统，并从问题解析、词汇关联、歧义消解、构建查询以及分布式知识库五个阶段做了对比，而前四个问题都是Question2Query的关键步骤。,Question2Query,,,问题解析,
文献[14]分析了参与QALD的数十个问答系统，并从问题解析、词汇关联、歧义消解、构建查询以及分布式知识库五个阶段做了对比，而前四个问题都是Question2Query的关键步骤。,Question2Query,,,词汇关联,
文献[14]分析了参与QALD的数十个问答系统，并从问题解析、词汇关联、歧义消解、构建查询以及分布式知识库五个阶段做了对比，而前四个问题都是Question2Query的关键步骤。,Question2Query,,,歧义消解,
文献[14]分析了参与QALD的数十个问答系统，并从问题解析、词汇关联、歧义消解、构建查询以及分布式知识库五个阶段做了对比，而前四个问题都是Question2Query的关键步骤。,Question2Query,,,构建查询,
文献[14]分析了参与QALD的数十个问答系统，并从问题解析、词汇关联、歧义消解、构建查询以及分布式知识库五个阶段做了对比，而前四个问题都是Question2Query的关键步骤。,Question2Query,,,分布式知识库,
（1）问题分析。,SPO,,,问题分析,
主要利用词典、词性分析、分词、实体识别、语法解析树分析、句法依存关系分析等传统NLP技术提取问题的结构特征，并且基于机器学习和规则提取分析句子的类型和答案类型。,SPO,,,传统NLP技术提取问题的结构特征,
知识图谱通常可以为NLP工具提供领域词典，支持实体链接；同时，知识图谱的实体和关系也可以分别用于序列化标注和远程监督，支持对文本领域语料的结构化抽取，进一步增补领域知识图谱。,知识图谱,,,NLP工具提供领域词典，支持实体链接,
知识图谱通常可以为NLP工具提供领域词典，支持实体链接；同时，知识图谱的实体和关系也可以分别用于序列化标注和远程监督，支持对文本领域语料的结构化抽取，进一步增补领域知识图谱。,知识图谱,,,knowledge graph,
（2）词汇关联。,词汇关联,,,SPO三元组,
主要针对在问题分析阶段尚未形成实体链接的部分形成与知识库的链接，包括关系属性、描述属性、实体分类的链接。,概念/实体链接,,,问题分析阶段尚未形成实体链接的部分形成与知识库的链接,
主要针对在问题分析阶段尚未形成实体链接的部分形成与知识库的链接，包括关系属性、描述属性、实体分类的链接。,SPO,,,三元组,
"例如“cities”映射到实体分类“城市”,“is_married果）。",“cities”,,,实体分类“城市”,
"例如“cities”映射到实体分类“城市”,“is_married果）。",等价,,,等价,
to”映射到关系“spouse”。,“to”,,,关系“spouse”,
也包括一些多义词，例如“Apple”（公司还是水（3）歧义消解。,多义词,,,包括一些,
也包括一些多义词，例如“Apple”（公司还是水（3）歧义消解。,等价,,,等价,
一方面是对候选的词汇、查询表达式排序选优，一方面通过语义的容斥关系去掉不可能的组合。,候选的词汇、查询表达式排序选优,,,对候选的词汇、查询表达式排序选优,
一方面是对候选的词汇、查询表达式排序选优，一方面通过语义的容斥关系去掉不可能的组合。,候选的词汇、查询表达式排序选优,,,对候选的词汇、查询表达式排序选优,
一方面是对候选的词汇、查询表达式排序选优，一方面通过语义的容斥关系去掉不可能的组合。,通过语义的容斥关系去掉不可能的组合。,,,通过语义的容斥关系去掉不可能的组合。,
例如，苹果手机是不能吃的，所以吃苹果中苹果的“电器”选项应去掉。,苹果手机,,,不能吃的,
在很多系统中，歧义消解与构建查询紧密结合：先生成大量可能的查询，然后通过统计方法和机器学习选优。,歧义消解,,,生成查询,
（4）构建查询。,SPO,,,构建查询。,
基于问题解析结果，可以通过自定义转化规则或者特定（语义模型+语法规则）将问题转化为查询语言表达式，形成对知识库的查询。,基于问题解析结果,,,将问题转化为查询语言表达式形成对知识库的查询,
基于问题解析结果，可以通过自定义转化规则或者特定（语义模型+语法规则）将问题转化为查询语言表达式，形成对知识库的查询。,基于问题解析结果，可以通过自定义转化规则或者特定（语义模型+语法规则）将问题转化为查询语言表达式,,,"based on question analysis results, you can convert rules or specific (semantic model + grammar rules) questions into query language expression, form the knowledge base query.",
QALD的大多系统使用SPARQL表达查询。,QALD,,,SPARQL表达查询,
注意查询语言不仅能表达匹配子图的语义，还能承载一些计算统计功能（average、count函数）。,注意查询语言,,,表达匹配子图的语义，还能承载一些计算统计功能（average、count函数）。,
"8.3.4CommunityQA/FAQ-QA：基于问答对匹配的问答系统基于常见问答对（Frequently_Asked_Question,FAQ-QA[24]）以及社区问答（Community_Question_Answering,CQA）[25]都依赖搜索问答FAQ库（许多问答对<Q,A>的集合）来发现以前问过的类似问题，并将找到的问答对的答案返回给用户。",FAQ-QA,,,问答对基于问答对匹配的问答系统,
"8.3.4CommunityQA/FAQ-QA：基于问答对匹配的问答系统基于常见问答对（Frequently_Asked_Question,FAQ-QA[24]）以及社区问答（Community_Question_Answering,CQA）[25]都依赖搜索问答FAQ库（许多问答对<Q,A>的集合）来发现以前问过的类似问题，并将找到的问答对的答案返回给用户。",问答对,,,FAQ-QA,
"8.3.4CommunityQA/FAQ-QA：基于问答对匹配的问答系统基于常见问答对（Frequently_Asked_Question,FAQ-QA[24]）以及社区问答（Community_Question_Answering,CQA）[25]都依赖搜索问答FAQ库（许多问答对<Q,A>的集合）来发现以前问过的类似问题，并将找到的问答对的答案返回给用户。",问答库,,,FAQ库,
FAQ与CQA都是以问答对来组织知识，而且问答对的质量很高，不但已经是自然语言格式，而且受到领域专家或者社区的认可。,FAQ,,,CQA,
FAQ与CQA都是以问答对来组织知识，而且问答对的质量很高，不但已经是自然语言格式，而且受到领域专家或者社区的认可。,FAQ,,,问答式知识问答,
FAQ与CQA都是以问答对来组织知识，而且问答对的质量很高，不但已经是自然语言格式，而且受到领域专家或者社区的认可。,CQA,,,问答式知识问答,
二者的差异包括：答案的来源是领域专家还是社区志愿者，答案质量分别由专家自身的素质或者社区答案筛选机制保障。,答案的可靠性,,,领域专家提供或者社区志愿者提供答案,
二者的差异包括：答案的来源是领域专家还是社区志愿者，答案质量分别由专家自身的素质或者社区答案筛选机制保障。,答案的来源,,,领域专家,
二者的差异包括：答案的来源是领域专家还是社区志愿者，答案质量分别由专家自身的素质或者社区答案筛选机制保障。,答案质量,,,专家自身的素质,
基于FAQ-QA的核心是计算问题之间的语义相似性。,基于FAQ-QA,,,计算问题之间的语义相似性,
"重复问题发现（DuplicateQuestion_Detection,DQD）仅限于疑问句，这是短文本相似度计算的一个特例。",重复问题发现,,,短文本相似度计算的一个特例,
"重复问题发现（DuplicateQuestion_Detection,DQD）仅限于疑问句，这是短文本相似度计算的一个特例。",短文本相似度计算,,,"DuplicateQuestion_Detection,DQD",
事实上，语义相似性面临两个挑战：（1）“泛化”。,语义相似性,,,语义相似性面临两个挑战,
相同的语义在自然语言表达中有众多的表示方式，不论从词汇还是语法结构上都可以有显著差异，例如“How_do_I_add_a_vehicle_to_this_policy?”和“What_should_I_do_to_extend_this_policy_for_my_new_car?”。,相同的语义,,,自然语言表达,
相同的语义在自然语言表达中有众多的表示方式，不论从词汇还是语法结构上都可以有显著差异，例如“How_do_I_add_a_vehicle_to_this_policy?”和“What_should_I_do_to_extend_this_policy_for_my_new_car?”。,相同的语义,,,same meaning,
（2）“歧义”。,“歧义”,,,SPO,
两个近似的句子可以具有完全不同的语义，例如“教育部/长江学者”和“教育部长/江学者”。,“教育部/长江学者”,,,近似的句子,
语义相似度计算一直是NLP研究的前沿。,语义相似度计算,,,NLP研究的前沿,
一种类型的方法试图通过利用语义词典（例如WordNet）计算词汇相似度，这些语义相似网络来自语言学家的经验总结，受限于特定的语言；另一种方法将此任务作为统计机器翻译问题处理，并采用平行语料学习逐字或短语翻译概率，这种方法需要大量的平行问题集学习翻译概率，通常很难或成本高昂。,语义相似度计算,,,计算词汇相似度,
一种类型的方法试图通过利用语义词典（例如WordNet）计算词汇相似度，这些语义相似网络来自语言学家的经验总结，受限于特定的语言；另一种方法将此任务作为统计机器翻译问题处理，并采用平行语料学习逐字或短语翻译概率，这种方法需要大量的平行问题集学习翻译概率，通常很难或成本高昂。,语义相似网络,,,语义词典,
Rodrigues_J_A等人[26]基于两个测试数据集（AskUbnuntu领域相关问题集，和Quora领域无关）对比了基于规则（JCRD_Jacard）、基于传统机器学习以及基于深度学习的方法。,基于规则,,,JCRD_Jacard,
Rodrigues_J_A等人[26]基于两个测试数据集（AskUbnuntu领域相关问题集，和Quora领域无关）对比了基于规则（JCRD_Jacard）、基于传统机器学习以及基于深度学习的方法。,基于传统机器学习,,,基于规则,
Rodrigues_J_A等人[26]基于两个测试数据集（AskUbnuntu领域相关问题集，和Quora领域无关）对比了基于规则（JCRD_Jacard）、基于传统机器学习以及基于深度学习的方法。,基于深度学习,,,基于传统机器学习,
发现基于深度学习的方法在领域问题上效果显著，但是开放领域问题中效果与传统方法接近（甚至有所下降）。,基于深度学习的方法,,,领域问题效果显著,
SemEval2017年[27]评测结果指出，英文句子相似度计算的最佳结果已经达到F1=0.85。,英文句子相似度计算,,,SemEval2017评测结果指出,
所以，在工业应用中，为了满足领域知识问答的体验，结合有限的高度结构化的领域数据与大量相关的文本领域知识，需要更通用的问答框架，以取长补短。,问答框架,,,工业应用,
1.DeepQA:IRQA主导的混合框架如图8-14所示的DeepQA[28]综合IRQA和KBQA形成混合问答系统的架构图，Watson系统的问题处理大致分成四阶段：图8-14DeepQA综合IRQA和KBQA形成混合问答系统的架构图[13]（1）问题处理（Question_Processing）。,DeepQA,,,IRQA主导的混合框架,
主要是理解问题的类型，解析问题语义元素等。,概念/SPO,,,理解问题的类型,
主要是理解问题的类型，解析问题语义元素等。,概念/SPO,,,解析问题语义元素,
（2）候选答案生成（Candidate_Answer_Generation）。,候选答案生成,,,信息检索,
不仅从网络上搜索相关文档并抽取答案，还从知识库直接查询答案，然后合并构成答案候选集。,答案抽取,,,从知识库直接查询答案，然后合并构成答案候选集。,
（3）候选答案评分（Candidate_Answer_Scoring）。,候选答案评分,,,SPO三元组抽取,
针对每个候选答案选取一些重要特征，并对各个特征打分并形成答案的特征向量。,答案的特征向量,,,针对每个候选答案选取一些重要特征，并对各个特征打分并形成,
针对每个候选答案选取一些重要特征，并对各个特征打分并形成答案的特征向量。,答案的特征向量,,,answer_feature_vector,
Watson会利用很多信息源的佐证对候选答案进行打分，例如答案类型（Lexical_Answer_Type）、答案中的时空信息等。,Watson,,,信息源的佐证对候选答案进行打分,
Watson会利用很多信息源的佐证对候选答案进行打分，例如答案类型（Lexical_Answer_Type）、答案中的时空信息等。,Watson,,,问答系统,
以答案类型的人的问答为例，如果已知每个历史人物的出生日期和去世日期（从百科知识图谱获取），同时要求查找一个历史人物并且提到时间范围，则候选答案中非同时期的人物可以被认为是无关的。,候选答案,,,非同时期的人物,
以答案类型的人的问答为例，如果已知每个历史人物的出生日期和去世日期（从百科知识图谱获取），同时要求查找一个历史人物并且提到时间范围，则候选答案中非同时期的人物可以被认为是无关的。,候选答案中非同时期的人物,,,irrelevant,
（4）答案融合及排序（Confidence_Merging_And_Ranking）。,答案融合及排序,,,概念/产品,
首先把相同的答案进行融合（例如两个候选人名_J.F.K.和_John_F.Kemedy_会被合并成为一个候选答案），形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,答案融合,,,答案排序,
首先把相同的答案进行融合（例如两个候选人名_J.F.K.和_John_F.Kemedy_会被合并成为一个候选答案），形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,融合,,,merge,
首先把相同的答案进行融合（例如两个候选人名_J.F.K.和_John_F.Kemedy_会被合并成为一个候选答案），形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,新的答案候选集,,,new answer candidate set,
首先把相同的答案进行融合（例如两个候选人名_J.F.K.和_John_F.Kemedy_会被合并成为一个候选答案），形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,再排序,,,re-sort,
首先把相同的答案进行融合（例如两个候选人名_J.F.K.和_John_F.Kemedy_会被合并成为一个候选答案），形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,逻辑回归分类器模型,,,logistic regression classifier model,
首先把相同的答案进行融合（例如两个候选人名_J.F.K.和_John_F.Kemedy_会被合并成为一个候选答案），形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,每个候选答案,,,each candidate answer,
首先把相同的答案进行融合（例如两个候选人名_J.F.K.和_John_F.Kemedy_会被合并成为一个候选答案），形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,计算置信度,,,calculate confidence,
首先把相同的答案进行融合（例如两个候选人名_J.F.K.和_John_F.Kemedy_会被合并成为一个候选答案），形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,返回置信度最高的答案,,,return the answer with highest confidence,
总之，Watson架构的创新点是同时从IRQA和KBQA获取大量候选答案，并以大量答案佐证作为特征形成答案特征评分向量，这一点正是单独IRQA系统和KBQA系统没有做到的。,Watson架构,,,同时从IRQA和KBQA获取大量候选答案并以大量答案佐证形成答案特征评分向量,
2.QALD-Hybrid-QA:KBQA主导的混合框架在QALD-6启动的Hybrid_QA要求KBQA可以同时利用知识图谱数据和文本数据。,Hybrid_QA,,,QALD-6启动的混合框架,
2.QALD-Hybrid-QA:KBQA主导的混合框架在QALD-6启动的Hybrid_QA要求KBQA可以同时利用知识图谱数据和文本数据。,QALD-Hybrid-QA,,,KBQA主导的混合框架在QALD-6启动的Hybrid_QA要求KBQA可以同时利用知识图谱数据和文本数据。,
自然语言先转化为SPARQL查询，但是并非所有SPARQL查询中的三元组特征（TriplePattern）都可以对应到知识图谱中的词汇，也并非所有知识都可以从掌握的知识图谱中查到，有一部分知识还需要从文档中抽取关系得到解答。,SPARQL查询中的三元组特征（TriplePattern）,,,知识图谱中的词汇,
这样可以避免前期过度的文本抽取工作，也能适应现实中更常见的图谱和文本混合的知识库。,知识图谱,,,前期过度的文本抽取工作,
这样可以避免前期过度的文本抽取工作，也能适应现实中更常见的图谱和文本混合的知识库。,知识图谱,,,适应现实中更常见的图谱和文本混合的知识库,
注意，在OpenIE抽取的三元组中，大量谓语predicate是没有经过归一融合的。,OpenIE,,,归一融合,
然后利用平行语料模型将问句中的关系映射到抽取三元组的谓语上。,平行语料模型,,,将问句中的关系映射到抽取三元组的谓语上,
然后利用平行语料模型将问句中的关系映射到抽取三元组的谓语上。,问句中的关系,,,映射到抽取三元组的谓语上,
例如，“front_man_of”映射到“lead_vocalist_of”上。,“front_man_of”,,,“lead_vocalist_of”,
图8-15基于SPARQL的混合问答系统的架构[29]3.Frankenstein：问答系统的流水线架构Frankenstein[32]通过对60多种KBQA系统的研究，将KBQA分成基于四类核心模块的流水线，其架构如图8-16所示。,基于四类核心模块的问答系统的流水线架构,,,Frankenstein,
模块化的流水线设计有利于将复杂的QA系统分解为细粒度可优化的部分，而且形成了可插拔的体系，便于系统优化更新。,模块化的流水线,,,将复杂的QA系统分解为细粒度可优化的部分，而且形成了可插拔的体系，便于系统优化更新,
但是这样的流水线有两点要求：尽量使用统一的知识表示，例如基于Ontology/Schema，这样才能保证各模块在接口上可以复用；模块的分解目前只考虑了Question2Query中针对结构化查询的部分，未覆盖非结构化文本的问答。,Question2Query,,,针对结构化查询的部分,
但是这样的流水线有两点要求：尽量使用统一的知识表示，例如基于Ontology/Schema，这样才能保证各模块在接口上可以复用；模块的分解目前只考虑了Question2Query中针对结构化查询的部分，未覆盖非结构化文本的问答。,Question2Query,,,问答问答,
"这个框架首先制定了一个可配置的流水线框架，并且分解出KBQA的四个主要模块：的知识库以及通用的RDF图8-16问答系统流水线的架构[32]（1）命名实体识别与消解歧义（Named_Entity_Disambiguation,NED）。",问答系统流水线,,,问答系统流水线,
从问题的文本中标记其中涉及的实体。,SPO,,,抽取三元组,
"（2）实体关系映射（Relation_Linking,RL）。",实体关系映射,,,"Relation_Linking,RL",
将问题文本提及的关系映射到知识库的实体属性或实体关系上。,将问题文本提及的关系映射到知识库的实体属性或实体关系上。,,,知识问答系统,
"（3）实体分类映射（Class_Linking,CL）。",实体分类映射,,,概念/产品,
将问题所需答案的类型映射到知识库的实体分类上。,问题所需答案的类型,,,知识库的实体分类上,
"（4）构建查询（Query_Building,QB）。",查询构建,,,构建查询,
基于上述语义理解的结果综合后形成SPARQL查询。,SPARQL查询,,,基于上述语义理解的结果综合,
同时，框架也利用分类器技术（QA_Pipeline_Classifier）支持流水线自动配置，也就是说从29个不同的模块（18个NED、5个RL、2个CL、2个QB），针对每一个特定的KBQA问答系统选取最优的流水线组合。,QA_Pipeline,,,分类器技术,
同时，框架也利用分类器技术（QA_Pipeline_Classifier）支持流水线自动配置，也就是说从29个不同的模块（18个NED、5个RL、2个CL、2个QB），针对每一个特定的KBQA问答系统选取最优的流水线组合。,QA_Pipeline_Classifier,,,分类器技术,
如图8-17所示，对于“What_is_the_capital_of_Canada?”，理想的NED组件应该将关键字“Canada”识别为命名实体，并将其映射到相应的DBpedia资源，即dbr:Canada。,NED组件,,,将关键字“Canada”识别为命名实体，并将其映射到相应的DBpedia资源，即dbr:Canada,
如图8-17所示，对于“What_is_the_capital_of_Canada?”，理想的NED组件应该将关键字“Canada”识别为命名实体，并将其映射到相应的DBpedia资源，即dbr:Canada。,NED,,,命名实体,
然后，RL模块需要找到知识图谱中对应的实体关系，因此“capital”映射到dbo:capital。,“capital”,,,dbo:capital,
然后，RL模块需要找到知识图谱中对应的实体关系，因此“capital”映射到dbo:capital。,等价,,,map to dbo:capital,
最后，QB模块综合上述结果形成SPARQL查询SELECT_DISTINCT?uri_WHERE{dbr:Canadadbo:capital?uri.}。,等价,,,map to dbo:capital,
最后，QB模块综合上述结果形成SPARQL查询SELECT_DISTINCT?uri_WHERE{dbr:Canadadbo:capital?uri.}。,等价,,,等价,
图8-17问答系统流水线举例说明[32]8.4知识问答的评价方法8.4.1问答系统的评价指标1.功能评价指标问答系统通常可以通过一组预定的测试问题集以及一组预定的维度来评价。,问答系统的评价指标,,,问答系统的评价指标,
问答系统的功能评价重点关注返回的答案，正确的答案应当同时具备正确度及完备度，正确但内容不完整的答案被称为不准确答案，没有足够证据及论证表明答案与问题相关性的则是无支撑答案，当答案与问题完全无关时，意味着答案是错误的。,问答系统的功能评价,,,evaluate the function of question-answering system,
答案评价通常可以从如下角度考虑：（1）正确性。,答案评价,,,从如下角度考虑,
答案是否正确地回答了问题，例如问美国总统是谁，回答“女克林顿”就错了。,答案,,,回答错误的概念/产品,
（2）精确度。,精确度,,,SPO三元组,
答案是否缺失信息，例如问美国总统是谁，回答“布什”可能存在二义性，到底是老布什，还是小布什；答案中是否包含了多余的信息，同样的问题，“特朗普在纽约州出生”就包含了多余的信息。,答案,,,二义性,
答案是否缺失信息，例如问美国总统是谁，回答“布什”可能存在二义性，到底是老布什，还是小布什；答案中是否包含了多余的信息，同样的问题，“特朗普在纽约州出生”就包含了多余的信息。,答案,,,多余的信息,
答案是否缺失信息，例如问美国总统是谁，回答“布什”可能存在二义性，到底是老布什，还是小布什；答案中是否包含了多余的信息，同样的问题，“特朗普在纽约州出生”就包含了多余的信息。,等价,,,equivalence,
答案是否缺失信息，例如问美国总统是谁，回答“布什”可能存在二义性，到底是老布什，还是小布什；答案中是否包含了多余的信息，同样的问题，“特朗普在纽约州出生”就包含了多余的信息。,英文名,,,English name,
（3）完整性。,完整性,,,SPO三元组,
如果答案是一个列表，应当返回问题要求的所有答案。,答案,,,返回问题要求的所有答案,
如果答案是一个列表，应当返回问题要求的所有答案。,答案,,,answer,
例如，列举美国总统，应该把所有满足条件的人都列举出来。,列举美国总统,,,把所有满足条件的人都列举出来,
（4）可解释性。,SPO,,,可解释性,
在给出答案的同时，也给出引文或证明说明答案与问题的关联。,给出答案,,,给出引文或证明说明答案与问题的关联,
根据TREC的测试结果，考虑与未考虑文章支持度的测试结果差距可达十几个百分点。,考虑与未考虑文章支持度的测试结果差距,,,TREC的测试结果,
（5）用户友好性。,用户友好性,,,SPO三元组,
答案质量由人工评分，很多非事实性问题并非一个唯一的答案，所以需要人工判定答案的质量。,答案质量,,,人工评分,
答案质量由人工评分，很多非事实性问题并非一个唯一的答案，所以需要人工判定答案的质量。,答案质量,,,answer quality,
如果答案被认为没错就按质量打分，Fair为1分、Good为2分、Excellent为3分，如果答不上来或答错则算零分。,质量打分,,,按质量打分,
如果答案被认为没错就按质量打分，Fair为1分、Good为2分、Excellent为3分，如果答不上来或答错则算零分。,质量打分,,,Fair,
如果答案被认为没错就按质量打分，Fair为1分、Good为2分、Excellent为3分，如果答不上来或答错则算零分。,质量打分,,,Good,
如果答案被认为没错就按质量打分，Fair为1分、Good为2分、Excellent为3分，如果答不上来或答错则算零分。,质量打分,,,Excellent,
（6）额外的评价维度。,额外的评价维度,,,概念/产品,
当答案类型更为复杂时，例如有排序、统计、对比等更多的要求，还应该有额外的评价维度。,答案类型,,,更多的要求,
除了上述针对答案的评价，也有针对解答过程复杂程度的评价，例如Semantic_Tractability[33]，用于反映问答之间的词表差异性；AnswerLocality[34]，答案是否零碎地分布在不同的文本或数据集录中；Derivability34，问题的答案是否是某种确定性答案，还是含蓄的、不确定的描述；Semantic_Complexity，问题涉及的语义复杂程度。,Semantic_Tractability,,,问答之间的词表差异性,
除了上述针对答案的评价，也有针对解答过程复杂程度的评价，例如Semantic_Tractability[33]，用于反映问答之间的词表差异性；AnswerLocality[34]，答案是否零碎地分布在不同的文本或数据集录中；Derivability34，问题的答案是否是某种确定性答案，还是含蓄的、不确定的描述；Semantic_Complexity，问题涉及的语义复杂程度。,AnswerLocality,,,答案是否零碎地分布在不同的文本或数据集录中,
除了上述针对答案的评价，也有针对解答过程复杂程度的评价，例如Semantic_Tractability[33]，用于反映问答之间的词表差异性；AnswerLocality[34]，答案是否零碎地分布在不同的文本或数据集录中；Derivability34，问题的答案是否是某种确定性答案，还是含蓄的、不确定的描述；Semantic_Complexity，问题涉及的语义复杂程度。,Derivability,,,问题的答案是否是某种确定性答案,
除了上述针对答案的评价，也有针对解答过程复杂程度的评价，例如Semantic_Tractability[33]，用于反映问答之间的词表差异性；AnswerLocality[34]，答案是否零碎地分布在不同的文本或数据集录中；Derivability34，问题的答案是否是某种确定性答案，还是含蓄的、不确定的描述；Semantic_Complexity，问题涉及的语义复杂程度。,Semantic_Complexity,,,问题涉及的语义复杂程度,
常用的问答指标采用F1（综合正确率和召回率）和P@1（第一个答案是否正确的比率）。,问答指标,,,F1,
常用的问答指标采用F1（综合正确率和召回率）和P@1（第一个答案是否正确的比率）。,问答指标,,,P@1,
