input,subject,subject_type,data/object,relation,object,object_type
按知识类型的不同，知识图谱包括词（Vocabulary）、实体（Entity）、关系（Relation）、事件（Event）、术语体系（Taxonomy）、规则（Rule）等。,术语体系,知识图谱,属性,英文名,Taxonomy,文本
按知识类型的不同，知识图谱包括词（Vocabulary）、实体（Entity）、关系（Relation）、事件（Event）、术语体系（Taxonomy）、规则（Rule）等。,规则,知识图谱,属性,英文名,Rule,文本
词一级的知识以词为中心，并定义词与词之间的关系，如WordNet、ConceptNet等。,词,知识图谱,属性,定义,词与词之间的关系,文本
实体一级的知识以实体为中心，并定义实体之间的关系、描述实体的术语体系等。,实体,知识图谱,属性,定义,实体之间的关系,文本
3.知识抽取知识抽取按任务可以分为概念抽取、实体识别、关系抽取、事件抽取和规则抽取等。,知识图谱构建,知识图谱构建,,包含,知识抽取,知识抽取
4.知识抽取知识抽取按任务可以分为概念抽取、实体识别、关系抽取、事件抽取和规则抽取等。,知识抽取,知识抽取,,包含,概念抽取,知识抽取
5.知识抽取知识抽取按任务可以分为概念抽取、实体识别、关系抽取、事件抽取和规则抽取等。,知识抽取,知识抽取,,包含,实体识别,知识抽取
6.知识抽取知识抽取按任务可以分为概念抽取、实体识别、关系抽取、事件抽取和规则抽取等。,知识抽取,知识抽取,,包含,关系抽取,知识抽取
7.知识抽取知识抽取按任务可以分为概念抽取、实体识别、关系抽取、事件抽取和规则抽取等。,知识抽取,知识抽取,,包含,事件抽取,知识抽取
8.知识抽取知识抽取按任务可以分为概念抽取、实体识别、关系抽取、事件抽取和规则抽取等。,知识抽取,知识抽取,,包含,规则抽取,知识抽取
结构化和文本数据是目前最主要的知识来源。,知识抽取,知识抽取,,包含,从结构化数据库中获取知识,知识抽取
结构化和文本数据是目前最主要的知识来源。,知识抽取,知识抽取,,包含,从文本数据中获取知识,知识抽取
从结构化数据库中获取知识一般使用现有的D2R工具[32]，如Triplify、D2RServer、OpenLink、SparqlMap、Ontop等。,从结构化数据库中获取知识,知识抽取,,方法,D2R工具,知识抽取
从结构化数据库中获取知识一般使用现有的D2R工具[32]，如Triplify、D2RServer、OpenLink、SparqlMap、Ontop等。,D2R工具,知识抽取,,包含,Triplify,知识抽取
从结构化数据库中获取知识一般使用现有的D2R工具[32]，如Triplify、D2RServer、OpenLink、SparqlMap、Ontop等。,D2R工具,知识抽取,,包含,D2RServer,知识抽取
从结构化数据库中获取知识一般使用现有的D2R工具[32]，如Triplify、D2RServer、OpenLink、SparqlMap、Ontop等。,D2R工具,知识抽取,,包含,OpenLink,知识抽取
从结构化数据库中获取知识一般使用现有的D2R工具[32]，如Triplify、D2RServer、OpenLink、SparqlMap、Ontop等。,D2R工具,知识抽取,,包含,SparqlMap,知识抽取
从结构化数据库中获取知识一般使用现有的D2R工具[32]，如Triplify、D2RServer、OpenLink、SparqlMap、Ontop等。,D2R工具,知识抽取,,包含,Ontop,知识抽取
从文本中获取知识主要包括实体识别和关系抽取。,从文本中获取知识,知识抽取,,包含,实体识别,知识抽取
从文本中获取知识主要包括实体识别和关系抽取。,从文本中获取知识,知识抽取,,包含,关系抽取,知识抽取
"以关系抽取为例，典型的关系抽取方法可以分为基于特征模板的方法[33-35]、基于核函数的监督学习方法[36-44]、基于远程监督的方法[45,46]和基于深度学习的监督或远程监督方法，如简单CNN、MP-CNN、MWK-CNN、PCNN、PCNN+Att和MIMLCNN等[47-52]。",关系抽取,知识抽取,,包含,基于特征模板的方法,知识抽取
"以关系抽取为例，典型的关系抽取方法可以分为基于特征模板的方法[33-35]、基于核函数的监督学习方法[36-44]、基于远程监督的方法[45,46]和基于深度学习的监督或远程监督方法，如简单CNN、MP-CNN、MWK-CNN、PCNN、PCNN+Att和MIMLCNN等[47-52]。",关系抽取,知识抽取,,包含,基于核函数的监督学习方法,知识抽取
"以关系抽取为例，典型的关系抽取方法可以分为基于特征模板的方法[33-35]、基于核函数的监督学习方法[36-44]、基于远程监督的方法[45,46]和基于深度学习的监督或远程监督方法，如简单CNN、MP-CNN、MWK-CNN、PCNN、PCNN+Att和MIMLCNN等[47-52]。",关系抽取,知识抽取,,包含,基于远程监督的方法,知识抽取
"以关系抽取为例，典型的关系抽取方法可以分为基于特征模板的方法[33-35]、基于核函数的监督学习方法[36-44]、基于远程监督的方法[45,46]和基于深度学习的监督或远程监督方法，如简单CNN、MP-CNN、MWK-CNN、PCNN、PCNN+Att和MIMLCNN等[47-52]。",关系抽取,知识抽取,,包含,基于深度学习的监督或远程监督方法,知识抽取
远程监督的思想是，利用一个大型的语义数据库自动获取关系类型标签。,基于远程监督的方法,知识抽取,属性,被定义为,利用大型的语义数据库自动获取关系类型标签,文本
"另外，一些工作通过多任务学习等方法将实体和关系做联合抽取[46,53]。",从文本中获取知识,知识抽取,,方法,将实体和关系做联合抽取,文本
4.知识融合在构建知识图谱时，可以从第三方知识库产品或已有结构化数据中获取知识输入。,知识图谱构建,知识图谱构建,,包含,知识融合,知识融合
"数据层的融合是指实体和关系（包括属性）元组的融合，主要是实体匹配或者对齐，由于知识库中有些实体含义相同但是具有不同的标识符，因此需要对这些实体进行合并处理[55,56]。",知识融合,知识融合,,包含,数据层的融合,知识融合
"数据层的融合是指实体和关系（包括属性）元组的融合，主要是实体匹配或者对齐，由于知识库中有些实体含义相同但是具有不同的标识符，因此需要对这些实体进行合并处理[55,56]。",数据层的融合,知识融合,属性,被定义为,实体和关系（包括属性）元组的融合,文本
"数据层的融合是指实体和关系（包括属性）元组的融合，主要是实体匹配或者对齐，由于知识库中有些实体含义相同但是具有不同的标识符，因此需要对这些实体进行合并处理[55,57]。",数据层的融合,知识融合,,包含,实体匹配,知识融合
"数据层的融合是指实体和关系（包括属性）元组的融合，主要是实体匹配或者对齐，由于知识库中有些实体含义相同但是具有不同的标识符，因此需要对这些实体进行合并处理[55,58]。",数据层的融合,知识融合,,包含,实体对齐,知识融合
此外，还需要对新增实体和关系进行验证和评估，以确保知识图谱的内容一致性和准确性，通常采用的方法是在评估过程中为新加入的知识赋予可信度值，据此进行知识的过滤和融合。,数据层的融合,知识融合,,包含,对新增实体和关系进行验证和评估,知识融合
此外，还需要对新增实体和关系进行验证和评估，以确保知识图谱的内容一致性和准确性，通常采用的方法是在评估过程中为新加入的知识赋予可信度值，据此进行知识的过滤和融合。,对新增实体和关系进行验证和评估,知识融合,属性,方法,在评估过程中为新加入的知识赋予可信度值，据此进行知识的过滤和融合,文本
实体对齐的任务包括实体消歧和共指消解，即判断知识库中的同名实体是否代表不同的含义以及知识库中是否存在其他命名实体表示相同的含义。,实体对齐,知识融合,,包含,实体消歧,知识融合
实体对齐的任务包括实体消歧和共指消解，即判断知识库中的同名实体是否代表不同的含义以及知识库中是否存在其他命名实体表示相同的含义。,实体消歧,知识融合,属性,被定义为,判断知识库中的同名实体是否代表不同的含义,文本
实体对齐的任务包括实体消歧和共指消解，即判断知识库中的同名实体是否代表不同的含义以及知识库中是否存在其他命名实体表示相同的含义。,实体对齐,知识融合,,包含,共指消解,知识融合
实体对齐的任务包括实体消歧和共指消解，即判断知识库中的同名实体是否代表不同的含义以及知识库中是否存在其他命名实体表示相同的含义。,共指消解,知识融合,属性,被定义为,判断知识库中是否存在其他命名实体表示相同的含义,文本
"一些最新的工作利用知识图谱嵌入方法进行实体对齐，并引入人机协作方式提升实体对齐的质量[62,63]。",实体对齐,知识融合,,,实体对齐,
"一些最新的工作利用知识图谱嵌入方法进行实体对齐，并引入人机协作方式提升实体对齐的质量[62,63]。",实体对齐,,,,entity alignment,
本体是针对特定领域中Schema定义、概念模型和公理定义而言的，目的是弥合词汇异构性和语义歧义的间隙，使沟通达成共识。,本体,,,,针对特定领域中Schema定义、概念模型和公理定义而言的,
这种共识往往通过一个反复的过程达到，每次迭代都是一次共识的修改。,共识,,,,反复的过程达到,
因此，本体对齐通常带来的是共识模式的演化和变化，本体对齐的主要问题之一也可以转化为怎样管理这种演化和变化[64]。,本体对齐,,,,管理演化和变化,
因此，本体对齐通常带来的是共识模式的演化和变化，本体对齐的主要问题之一也可以转化为怎样管理这种演化和变化[64]。,本体对齐,,,,ontology alignment,
常见的本体演化管理框架有KAON[65]、Conto-diff[66]、OntoView等。,本体演化管理框架,,,,KAON,
常见的本体演化管理框架有KAON[65]、Conto-diff[66]、OntoView等。,本体演化管理框架,,,,Conto-diff,
常见的本体演化管理框架有KAON[65]、Conto-diff[66]、OntoView等。,本体演化管理框架,,,,OntoView,
5.知识图谱补全与推理常用的知识图谱补全方法包括：基于本体推理的补全方法，如基于描述逻辑的推理[67-69]，以及相关的推理机实现，如RDFox、Pellet、RACER、HermiT、TrOWL等。,知识图谱补全方法,,,,基于本体推理的补全方法,
5.知识图谱补全与推理常用的知识图谱补全方法包括：基于本体推理的补全方法，如基于描述逻辑的推理[67-69]，以及相关的推理机实现，如RDFox、Pellet、RACER、HermiT、TrOWL等。,本体推理的补全方法,,,,基于描述逻辑的推理,
这类推理主要针对TBox，即概念层进行推理，也可以用来对实体级的关系进行补全。,推理补全,,,,TBox,
另外一类的知识补全算法实现基于图结构和关系路径特征的方法，如基于随机游走获取路径特征的PRA算法[70]、基于子图结构的SFE算法[71]、基于层次化随机游走模型的PRA算法[72]。,PRA算法,,,,基于随机游走获取路径特征的PRA算法,
另外一类的知识补全算法实现基于图结构和关系路径特征的方法，如基于随机游走获取路径特征的PRA算法[70]、基于子图结构的SFE算法[71]、基于层次化随机游走模型的PRA算法[72]。,SFE算法,,,,基于子图结构的SFE算法,
另外一类的知识补全算法实现基于图结构和关系路径特征的方法，如基于随机游走获取路径特征的PRA算法[70]、基于子图结构的SFE算法[71]、基于层次化随机游走模型的PRA算法[72]。,PRA算法,,,,基于层次化随机游走模型的PRA算法,
这类算法的共同特点是通过两个实体节点之间的路径，以及节点周围图的结构提取特征，并通过随机游走等算法降低特征抽取的复杂度，然后叠加线性的学习模型进行关系的预测。,算法的共同特点,,,,通过两个实体节点之间的路径，以及节点周围图的结构提取特征，并通过随机游走等算法降低特征抽取的复杂度，然后叠加线性的学习模型进行关系的预测,
这类算法的共同特点是通过两个实体节点之间的路径，以及节点周围图的结构提取特征，并通过随机游走等算法降低特征抽取的复杂度，然后叠加线性的学习模型进行关系的预测。,两个实体节点之间的路径,,,,通过两个实体节点之间的路径,
此类算法依赖于图结构和路径的丰富程度。,图算法,,,,依赖于图结构和路径的丰富程度,
这类简单的嵌入模型一般只能实现单步的推理。,简单的嵌入模型,,,,单步的推理,
"对于更为复杂的模型，如向量空间中引入随机游走模型的方法，在同一个向量空间中将路径与实体和关系一起表示出来再进行补全的模型[81,82]。",向量空间中引入随机游走模型的方法,,,,向量空间中引入随机游走模型的方法的补全,
文本信息也被用来辅助实现知识图谱的补全[83-88]。,文本信息,,,,知识图谱的补全,
例如，Jointly(w)、Jointly(z)、DKRL、TEKE、SSP等方法将文本中的实体和结构化图谱中的实体对齐，然后利用双方的语义信息辅助实现关系预测或抽取。,Jointly,,,,文本中的实体和结构化图谱中的实体对齐然后利用双方的语义信息辅助实现关系预测或抽取,
例如，Jointly(w)、Jointly(z)、DKRL、TEKE、SSP等方法将文本中的实体和结构化图谱中的实体对齐，然后利用双方的语义信息辅助实现关系预测或抽取。,Jointly,,,,等价,
这类模型一般包含三个部分：三元组解码器、文本解码器和联合解码器。,三元组解码器,,,,模型,
这类模型一般包含三个部分：三元组解码器、文本解码器和联合解码器。,三元组解码器,,,,triple decoder,
这类模型一般包含三个部分：三元组解码器、文本解码器和联合解码器。,文本解码器,,,,text decoder,
这类模型一般包含三个部分：三元组解码器、文本解码器和联合解码器。,联合解码器,,,,joint decoder,
三元组解码器将知识图谱中的实体和关系转化为低维向量；文本解码器则要从文本语料库中学习实体（词）的向量表示；联合解码器的目的是要保证实体、关系和词的嵌入向量位于相同的空间中，并且集成实体向量和词向量。,三元组解码器,,,,将知识图谱中的实体和关系转化为低维向量,
三元组解码器将知识图谱中的实体和关系转化为低维向量；文本解码器则要从文本语料库中学习实体（词）的向量表示；联合解码器的目的是要保证实体、关系和词的嵌入向量位于相同的空间中，并且集成实体向量和词向量。,文本解码器,,,,要从文本语料库中学习实体（词）的向量表示,
6.知识检索与知识分析基于知识图谱的知识检索的实现形式主要包括语义检索和智能问答。,知识检索,,,,基于知识图谱的知识检索的实现形式,
传统搜索引擎依靠网页之间的超链接实现网页的搜索，而语义搜索直接对事物进行搜索，如人物、机构、地点等。,语义搜索,,,,直接对事物进行搜索,
这些事物可能来自文本、图片、视频、音频、IoT设备等各种信息资源。,信息资源,,,,这些事物,
而知识图谱和语义技术提供了关于这些事物的分类、属性和关系的描述，使得搜索引擎可以直接对事物进行索引和搜索。,知识图谱,,,,语义技术提供关于这些事物的分类、属性和关系的描述,
而知识图谱和语义技术提供了关于这些事物的分类、属性和关系的描述，使得搜索引擎可以直接对事物进行索引和搜索。,知识图谱,,,,knowledge graph,
而知识图谱和语义技术提供了关于这些事物的分类、属性和关系的描述，使得搜索引擎可以直接对事物进行索引和搜索。,语义技术,,,,semantic technology,
知识图谱和语义技术也被用来辅助做数据分析与决策。,知识图谱,,,,语义技术辅助做数据分析与决策,
例如，大数据公司Plantir基于本体融合和集成多种来源的数据，通过知识图谱和语义技术增强数据之间的关联，使得用户可以用更加直观的图谱方式对数据进行关联挖掘与分析。,Plantir,,,,本体融合和集成多种来源的数据，通过知识图谱和语义技术增强数据之间的关联,
近年来，描述性数据分析（Declarative_Data_Analysis）越来越受到重视[89]。,描述性数据分析,,,,近年来，描述性数据分析（Declarative_Data_Analysis）越来越受到重视,
近年来，描述性数据分析（Declarative_Data_Analysis）越来越受到重视[89]。,描述性数据分析,,,,Declarative_Data_Analysis,
描述性数据分析是指依赖数据本身的语义描述实现数据分析的方法。,描述性数据分析,,,,依赖数据本身的语义描述实现数据分析的方法,
不同于计算性数据分析主要以建立各种数据分析模型，如深度神经网络，描述性数据分析突出预先抽取数据的语义，建立数据之间的逻辑，并依靠逻辑推理的方法（如DataLog）实现数据分析[90]。,描述性数据分析,,,,建立数据之间的逻辑，并依靠逻辑推理的方法实现数据分析,
1.6知识图谱的相关技术知识图谱是交叉领域，涉及的相关领域包括人工智能、数据库、自然语言处理、机器学习、分布式系统等。,知识图谱,,,,交叉领域,
1.6.1知识图谱与数据库系统随着知识图谱规模的日益增长，知识图谱数据管理问题愈加突出。,知识图谱,,,,数据库系统,
近年来，知识图谱和数据库领域均认识到大规模知识图谱数据管理任务的紧迫性。,知识图谱数据管理,,,,知识图谱和数据库领域,
知识图谱的主要数据模型有RDF图（RDF_graph）和属性图（Property_Graph）两种；知识图谱查询语言可分为声明式（Declarative）和导航式（Navigational）两类。,知识图谱,,,,RDF图,
知识图谱的主要数据模型有RDF图（RDF_graph）和属性图（Property_Graph）两种；知识图谱查询语言可分为声明式（Declarative）和导航式（Navigational）两类。,知识图谱,,,,属性图,
知识图谱的主要数据模型有RDF图（RDF_graph）和属性图（Property_Graph）两种；知识图谱查询语言可分为声明式（Declarative）和导航式（Navigational）两类。,知识图谱查询语言,,,,Declarative,
知识图谱的主要数据模型有RDF图（RDF_graph）和属性图（Property_Graph）两种；知识图谱查询语言可分为声明式（Declarative）和导航式（Navigational）两类。,知识图谱查询语言,,,,Navigational,
RDF三元组库主要是由Semantic_Web领域推动开发的数据库管理系统，其数据模型RDF图和查询语言SPARQL均遵守W3C标准。,RDF三元组库,,,,数据库管理系统,
查询语言SPARQL从语法上借鉴了SQL语言，属于声明式查询语言。,SPARQL,,,,声明式查询语言,
最新的SPARQL1.1版本[91]为有效查询RDF三元组集合设计Pattern）、属性路径了三元组模式（Triple（Property_Path）等多种查询机制。,SPARQL1.1,,,,为有效查询RDF三元组集合设计Pattern,
Pattern）、基本图模式（Basic_Graph图数据库是数据库领域为更好地存储和管理图模型数据而开发的数据库管理系统，其数据模型采用属性图，其上的声明式查询语言有：Cypher[92]、PGQL[93]和G-Core[94]。,图数据库,,,,数据库管理系统,
Pattern）、基本图模式（Basic_Graph图数据库是数据库领域为更好地存储和管理图模型数据而开发的数据库管理系统，其数据模型采用属性图，其上的声明式查询语言有：Cypher[92]、PGQL[93]和G-Core[94]。,图数据库,,,,Graph Database,
Cypher是开源图数据库Neo4j中实现的图查询语言。,Cypher,,,,开源图数据库Neo4j中实现的图查询语言,
PGQL是Oracle公司开发的图查询语言。,PGQL,,,,Oracle公司开发的图查询语言,
G-Core是由LDBC（Linked_Data_Benchmarks_Council）组织设计的图查询语言。,G-Core,,,,LDBC组织设计的图查询语言,
考虑到关系数据库采用统一的查询语言SQL，目前学术和工业界关于开发统一图数据库语言的呼声越来越高。,统一图数据库语言,,,,开发统一图数据库语言的呼声,
目前，基于三元组库和图数据库能够提供的知识图谱数据存储方案可分为三类：（1）基于关系的存储方案。,基于三元组库和图数据库能够提供的知识图谱数据存储方案,,,,基于关系的存储方案,
目前，基于三元组库和图数据库能够提供的知识图谱数据存储方案可分为三类：（1）基于关系的存储方案。,基于关系的存储方案,,,,基于关系的存储方案,
包括三元组表、水平表、属性表、垂直划分、六重索引和DB2RDF等。,三元组表,,,,SPO三元组,
三元组表是将知识图谱中的每条三元组存储为一行具有三列的记录（主语，谓语，宾语）。,三元组表,,,,将知识图谱中的每条三元组存储为一行具有三列的记录（主语，谓语，宾语）。,
三元组表是将知识图谱中的每条三元组存储为一行具有三列的记录（主语，谓语，宾语）。,三元组表,,,,triple table,
三元组表存储方案虽然简单明了，但三元组表的行数与知识图谱的边数一样，其问题是将知识图谱查询翻译为SQL后会产生大量三元组表的自连接操作，影响效率。,三元组表存储方案,,,,简单明了,
三元组表存储方案虽然简单明了，但三元组表的行数与知识图谱的边数一样，其问题是将知识图谱查询翻译为SQL后会产生大量三元组表的自连接操作，影响效率。,三元组表存储方案,,,,triad table storage,
水平表存储方案的每行记录存储知识图谱中一个主语的所有谓语和宾语，相当于知识图谱的邻接表。,水平表存储方案的每行记录存储,,,,知识图谱的邻接表,
水平表存储方案的每行记录存储知识图谱中一个主语的所有谓语和宾语，相当于知识图谱的邻接表。,水平表存储方案的每行记录存储,,,,等价知识图谱的邻接表,
但其缺点在于所需列数目过多，表中产生大量空值，无法存储多值宾语等。,中文信息处理,,,,概念/产品,
但其缺点在于所需列数目过多，表中产生大量空值，无法存储多值宾语等。,缺点,,,,所需列数目过多,
但其缺点在于所需列数目过多，表中产生大量空值，无法存储多值宾语等。,缺点,,,,表中产生大量空值,
但其缺点在于所需列数目过多，表中产生大量空值，无法存储多值宾语等。,缺点,,,,无法存储多值宾语,
属性表存储方案将同一类主语分配到一个表中，是对水平表存储方案的细化。,属性表存储方案,,,,水平表存储方案,
属性表存储方案将同一类主语分配到一个表中，是对水平表存储方案的细化。,属性表存储方案,,,,同一类主语分配到一个表中,
属性表解决了三元组表的自连接问题和水平表的列数目过多问题。,属性表,,,,三元组表,
属性表解决了三元组表的自连接问题和水平表的列数目过多问题。,属性表,,,,水平表,
但对于真实大规模知识图谱，属性表的问题包括：所需属性表过多，复杂查询的多表连接效率，空值问题和多值宾语问题。,属性表,,,,真实大规模知识图谱,
但对于真实大规模知识图谱，属性表的问题包括：所需属性表过多，复杂查询的多表连接效率，空值问题和多值宾语问题。,属性表,,,,property table,
垂直划分存储方案为知识图谱中的每种谓语建立一张两列的表（主语，宾语），表中存放由该谓语连接的主语和宾语，支持“主语-主语”作为连接条件的查询操作的快速执行。,垂直划分存储方案,,,,知识图谱中的每种谓语建立一张两列的表（主语，宾语）,
垂直划分存储方案为知识图谱中的每种谓语建立一张两列的表（主语，宾语），表中存放由该谓语连接的主语和宾语，支持“主语-主语”作为连接条件的查询操作的快速执行。,垂直划分存储方案,,,,为知识图谱中的每种谓语建立一张两列的表（主语，宾语）,
垂直划分有效解决了空值问题和多值宾语问题；但其仍有缺点，包括：大规模知识图谱的谓语表数目过多、复杂查询表连接过多、更新维护代价大等。,垂直划分,,,,有效解决空值问题和多值宾语问题,
垂直划分有效解决了空值问题和多值宾语问题；但其仍有缺点，包括：大规模知识图谱的谓语表数目过多、复杂查询表连接过多、更新维护代价大等。,垂直划分,,,,等价解决问题,
六重索引存储方案是将三元组全部6种排列对应地建立为6张表。,六重索引存储方案,,,,将三元组全部6种排列对应地建立为6张表,
六重索引通过“空间交换时间”策略有效缓解了三元组表的自连接问题，但需要更多的存储空间开销和索引更新维护代价。,六重索引,,,,缓解三元组表的自连接问题,
六重索引通过“空间交换时间”策略有效缓解了三元组表的自连接问题，但需要更多的存储空间开销和索引更新维护代价。,六重索引,,,,“空间交换时间”策略,
DB2RDF存储方案[95]是一种较新的基于关系的知识图谱存储方案，是以往存储方案的一种权衡优化。,DB2RDF存储方案,,,,基于关系的知识图谱存储方案,
DB2RDF存储方案[95]是一种较新的基于关系的知识图谱存储方案，是以往存储方案的一种权衡优化。,DB2RDF存储方案,,,,基于关系的知识图谱存储方案,
三元组表的灵活性体现在“行维度”上，无论多少行三元组数据，表模式只有3列固定不变；DB2RDF方案将这种灵活性推广到了“列维度”，列名称不再和谓语绑定，将同一主语的所有谓语和宾语动态分配到某列。,三元组表的灵活性,,,,flexibility in row dimension,
三元组表的灵活性体现在“行维度”上，无论多少行三元组数据，表模式只有3列固定不变；DB2RDF方案将这种灵活性推广到了“列维度”，列名称不再和谓语绑定，将同一主语的所有谓语和宾语动态分配到某列。,DB2RDF方案,,,,将这种灵活性推广到了列维度,
（2）面向RDF的三元组库。,三元组库,,,,面向RDF,
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,Virtuoso,,,,商业系统Virtuoso,
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,AllegroGraph,,,,AllegroGraph,
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,GraphDB,,,,GraphDB,
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,BlazeGraph,,,,BlazeGraph,
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,Jena,,,,开源系统Jena,
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,RDF-3X,,,,开源系统RDF-3X,
主要的RDF三元组库包括：商业系统Virtuoso、AllegroGraph、GraphDB和BlazeGraph，开源系统Jena、RDF-3X和gStore[96]。,gStore,,,,gStore,
RDF4J目前是Eclipse基金会旗下的开源孵化项目，其功能包括RDF数据的解析、存储、推理和查询等。,RDF4J,,,,Eclipse基金会旗下的开源孵化项目,
RDF4J框架的主要特点是其模块化的软件架构设计。,RDF4J框架,,,,模块化的软件架构设计,
RDF-3X是德国马克斯·普朗克计算机科学研究所开发的三元组数据库，其特点是为RDF优化设计的物理存储方案和查询处理方法，是实现六重索引的典型系统。,RDF-3X,,,,德国马克斯·普朗克计算机科学研究所开发的三元组数据库,
gStore是由北京大学、加拿大滑铁卢大学和香港科技大学联合研究项目开发的基于图RDF三元组数据库。,gStore,,,,基于图RDF三元组数据库,
gStore的底层存储使用RDF图对应的标签图（Signature_Graph）并建立“VS树”索引结构以加速查找。,gStore,,,,底层存储,
gStore的底层存储使用RDF图对应的标签图（Signature_Graph）并建立“VS树”索引结构以加速查找。,VS树,,,,VS Tree,
gStore系统提出建立“VS树”索引，其基本思想实际上是为标签图G*建立不同详细程度的摘要图（Summary_Graph）；利用“VS树”索引提供的摘要图，gStore系统提出可以大幅削减SPARQL查询的搜索空间，以加快查询速度。,gStore系统,,,,建立“VS树”索引,
Virtuoso是由OpenLink公司开发的商业混合数据库产品，支持关系数据、对象-关系数据、RDF数据、XML数据和文本数据的统一管理。,Virtuoso,,,,混合数据库产品,
Virtuoso是由OpenLink公司开发的商业混合数据库产品，支持关系数据、对象-关系数据、RDF数据、XML数据和文本数据的统一管理。,Virtuoso,,,,混合数据库产品,
因为Virtuoso可以较为完善地支持W3C的Linked_Data系列协议，包括DBpedia在内的很多开放RDF知识图谱选择其作为后台存储系统。,Virtuoso,,,,支持W3C的Linked_Data系列协议,
AllegroGraph是美国Franz公司开发的RDF三元组数据库。,AllegroGraph,,,,美国Franz公司开发的RDF三元组数据库,
AllegroGraph遵循对W3C语义Web相关标准的严格支持，包括RDF、RDFS、OWL和SPARQL等。,AllegroGraph,,,,对W3C语义Web相关标准的严格支持,
AllegroGraph遵循对W3C语义Web相关标准的严格支持，包括RDF、RDFS、OWL和SPARQL等。,AllegroGraph,,,,语义Web相关标准的严格支持,
AllegroGraph对语义推理功能具有较为完善的支持。,AllegroGraph,,,,语义推理功能,
AllegroGraph除了三元组数据库的基本功能，还支持动态物化的RDFS++推理机、OWL2_RL推理机、Prolog规则推理系统、时空推理机制、社会网络分析库、可视化RDF图浏览器等。,AllegroGraph,,,,三元组数据库,
AllegroGraph除了三元组数据库的基本功能，还支持动态物化的RDFS++推理机、OWL2_RL推理机、Prolog规则推理系统、时空推理机制、社会网络分析库、可视化RDF图浏览器等。,AllegroGraph,,,,三元组数据库,
GraphDB是由保加利亚的Ontotext软件公司开发的RDF三元组数据库。,GraphDB,,,,RDF三元组数据库,
GraphDB是由保加利亚的Ontotext软件公司开发的RDF三元组数据库。,GraphDB,,,,Graph Database,
GraphDB实现了RDF4J框架的SAIL层，与RDF4JAPI无缝对接，也就是说，可以使用RDF4J的RDF模型、解析器和查询引擎直接访问GraphDB。,GraphDB,,,,RDF4J框架的SAIL层,
GraphDB的特色是良好支持RDF推理功能，其使用内置的基于规则的“前向链”（Forward-Chaining）推理机，由显式知识经过推理得到导出知识，对这些导出知识进行优化存储；导出知识会在知识库更新后相应地同步更新。,GraphDB,,,,良好支持RDF推理功能,
GraphDB的特色是良好支持RDF推理功能，其使用内置的基于规则的“前向链”（Forward-Chaining）推理机，由显式知识经过推理得到导出知识，对这些导出知识进行优化存储；导出知识会在知识库更新后相应地同步更新。,GraphDB,,,,Graph Database,
Blazegraph是一个基于RDF三元组库的图数据库管理系统，在用户接口层同时支持RDF三元组和属性图模型，既实现了SPARQL语言，也实现了Blueprints标准及Gremlin语言。,Blazegraph,,,,基于RDF三元组库的图数据库管理系统,
Blazegraph是一个基于RDF三元组库的图数据库管理系统，在用户接口层同时支持RDF三元组和属性图模型，既实现了SPARQL语言，也实现了Blueprints标准及Gremlin语言。,Blazegraph,,,,基于RDF三元组库的图数据库管理系统,
通过分布式动态分片B+树和服务总线技术，Blazegraph支持真正意义上的集群分布式存储和查询处理。,Blazegraph,,,,分布式动态分片B+树和技术,
正是缘于此，Blazegraph在与Neo4j和Titan的竞争中脱颖而出，被Wikidata选为查询服务的后台图数据库系统。,Blazegraph,,,,Wikidata查询服务的后台图数据库系统,
正是缘于此，Blazegraph在与Neo4j和Titan的竞争中脱颖而出，被Wikidata选为查询服务的后台图数据库系统。,Blazegraph,,,,BlazeGraph,
Stardog是由美国Stardog_Union公司开发的RDF三元组数据库，支持RDF图数据模型、SPARQL查询语言、属性图模型、Gremlin图遍历语言、OWL2标准、用户自定义的推理与数据分析规则、虚拟图、地理空间查询以及多用编程语言与网络接口支持。,Stardog,,,,RDF三元组数据库,
Stardog是由美国Stardog_Union公司开发的RDF三元组数据库，支持RDF图数据模型、SPARQL查询语言、属性图模型、Gremlin图遍历语言、OWL2标准、用户自定义的推理与数据分析规则、虚拟图、地理空间查询以及多用编程语言与网络接口支持。,Stardog,,,,Stardog_Union公司开发的RDF三元组数据库,
